cuce,list_n,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
20-1910-00-1080022-1-1,2327,Total Referencial:,"199.173,00",Total Adjudicado:,"198.800,00",Total Recepcionado:,"198.800,00"
20-0046-20-1056170-1-1,2328,Total Referencial:,"725,096.00",Total Adjudicado:,"485,972.00",Total Recepcionado:,"485,972.00"
20-0901-02-1096298-1-1,2329,Total Referencial:,"43.200,00",Total Recepcionado:,"21.060,00",,
21-0422-00-1132438-1-1,2330,Total Referencial:,"49.200,00",Total Recepcionado:,"20.952,00",,
20-1810-00-1049137-0-E,2331,Total Adjudicado:,"49.960,00",,,,
20-1257-00-1100919-1-1,2332,Total Referencial:,"372,149.30",Total Recepcionado:,"285,339.30",,
20-1206-00-1038599-0-E,2333,Total Adjudicado:,"46.225,00",Total Recepcionado:,"46.225,00",,
20-1521-00-1044703-0-E,2334,Total Adjudicado:,"49.950,00",Total Recepcionado:,"49.950,00",,
20-1810-00-1096139-1-1,2335,Total Referencial:,"74,516.70",Total Recepcionado:,"59,872.90",,
21-0903-00-1184685-1-1,2336,Total Referencial:,"34,500.00",Total Recepcionado:,"33,810.00",,
21-0903-00-1157893-1-1,2337,Total Referencial:,"29.500,00",Total Recepcionado:,"29.500,00",,
21-1322-00-1188996-1-1,2338,Total Referencial:,"122.400,00",Total Adjudicado:,"122.400,00",,
20-1605-00-1039463-0-E,2339,Total Adjudicado:,"33.000,00",Total Recepcionado:,"33.000,00",,
20-0417-07-1081413-1-1,2340,Total Referencial:,"34.000,00",Total Recepcionado:,"34.000,00",,
20-1126-00-1056288-2-1,2341,Total Referencial:,"279,994.00",Total Adjudicado:,"258,394.00",Total Recepcionado:,"258,394.00"
21-1305-00-1139580-1-1,2342,Total Referencial:,,,,,
21-1305-00-1139580-1-1,2342,Total Recepcionado:,,,,,
20-1268-00-1041102-0-E,2343,Total Adjudicado:,"98.280,00",,,,
20-1335-00-1098784-1-1,2344,Total Referencial:,"49.461,00",Total Recepcionado:,"49.461,00",,
21-0901-02-1182324-1-1,2345,Total Referencial:,"78.200,00",Total Recepcionado:,"73.801,25",,
20-1417-00-1101799-1-1,2346,Total Referencial:,"46.699,00",Total Recepcionado:,"46.699,00",,
20-1301-00-1076384-1-1,2347,Total Referencial:,"56,150.00",Total Adjudicado:,"44,550.00",Total Recepcionado:,"44,550.00"
20-1312-00-1088644-1-1,2348,Total Referencial:,"806,561.25",Total Recepcionado:,"806,561.25",,
20-1402-00-1051555-0-E,2349,Total Adjudicado:,"124.200,00",Total Recepcionado:,"124.200,00",,
21-0423-00-1107918-1-1,2350,Total Referencial:,"49,999.80",Total Recepcionado:,"49,999.80",,
20-1314-00-1093367-1-1,2351,Total Referencial:,"34,200.00",Total Recepcionado:,"34,200.00",,
20-1514-00-1068958-1-2,2352,Total Referencial:,"372.709,00",Total Adjudicado:,"319.759,00",Total Recepcionado:,"319.759,00"
21-1305-00-1150690-1-1,2353,Total Referencial:,,,,,
21-1305-00-1150690-1-1,2353,Total Recepcionado:,,,,,
20-0905-00-1043616-0-E,2354,Total Adjudicado:,"65.000,00",,,,
20-0903-00-1039241-0-E,2355,Total Adjudicado:,"100.200,00",Total Recepcionado:,"100.200,00",,
20-0902-01-1046848-1-1,2356,Total Referencial:,"199.979,50",Total Adjudicado:,"166.600,00",Total Recepcionado:,"166.600,00"
21-0417-04-1147179-1-1,2357,Total Referencial:,"49,883.32",Total Recepcionado:,"49,883.32",,
20-0417-02-1090228-1-1,2358,Total Referencial:,"37,500.00",Total Recepcionado:,"14,250.00",,
21-1101-00-1176699-1-1,2359,Total Referencial:,"50,000.00",Total Recepcionado:,"50,000.00",,
20-0903-00-1039251-0-E,2360,Total Adjudicado:,"372.510,00",Total Recepcionado:,"372.510,00",,
20-1221-00-1071793-1-1,2361,Total Referencial:,"255.150,00",Total Adjudicado:,"180.040,00",Total Recepcionado:,"180.040,00"
20-1731-00-1098791-1-1,2362,Total Referencial:,"38.000,00",Total Recepcionado:,"38.000,00",,
20-0903-00-1073257-1-1,2363,Total Referencial:,"65,000.00",Total Adjudicado:,"61,500.00",Total Recepcionado:,"61,500.00"
20-0906-29-1080041-1-1,2364,Total Referencial:,"49,880.00",Total Recepcionado:,"47,176.00",,
20-0418-02-1073508-1-1,2365,Total Referencial:,"960.000,00",Total Adjudicado:,"960.000,00",Total Recepcionado:,"388.493,13"
19-0417-03-1043195-0-E,2366,Total Adjudicado:,"45.148,00",Total Recepcionado:,"45.148,00",,
20-1301-00-1044658-0-E,2367,Total Adjudicado:,"48.000,00",,,,
20-0418-07-1041915-0-E,2368,Total Adjudicado:,"260.000,00",Total Recepcionado:,"260.000,00",,
20-1279-00-1090099-1-1,2369,Total Referencial:,"28,376.32",Total Recepcionado:,"28,376.32",,
21-0901-02-1169689-1-1,2370,Total Referencial:,"179.200,00",Total Recepcionado:,"179.200,00",,
20-1272-00-1087275-1-2,2371,Total Referencial:,"244.320,00",Total Adjudicado:,"244.320,00",Total Recepcionado:,"244.320,00"
20-1227-00-1101859-1-1,2372,Total Referencial:,"24.100,00",Total Recepcionado:,"24.100,00",,
20-0047-34-1087576-1-1,2373,Total Referencial:,"36.720,00",Total Recepcionado:,"36.720,00",,
20-1208-00-1044037-0-E,2374,Total Adjudicado:,"49.890,00",Total Recepcionado:,"49.890,00",,
21-0417-06-1123757-1-1,2375,Total Referencial:,"34,000.00",Total Recepcionado:,"26,400.00",,
20-0382-00-1040167-0-E,2376,Total Adjudicado:,"14.619.600,00",Total Recepcionado:,"14.619.600,00",,
20-0417-09-1036241-0-E,2377,Total Adjudicado:,"49,700.00",Total Recepcionado:,"49,700.00",,
20-1205-00-1039780-0-E,2378,Total Adjudicado:,"3.611.560,00",Total Recepcionado:,"3.611.560,00",,
21-1205-00-1149913-1-1,2379,Total Referencial:,"300.000,00",Total Adjudicado:,"252.000,00",Total Recepcionado:,"252.000,00"
20-0902-21-1096655-1-1,2380,Total Referencial:,"49,500.00",Total Recepcionado:,"29,205.00",,
20-1279-00-1047601-0-E,2381,Total Adjudicado:,"38.010,00",Total Recepcionado:,"38.010,00",,
20-1214-00-1042980-0-E,2382,Total Adjudicado:,"48.000,00",Total Recepcionado:,"48.000,00",,
21-0906-03-1160468-1-1,2383,Total Referencial:,"50.000,00",Total Recepcionado:,"50.000,00",,
20-1312-00-1096736-1-1,2384,Total Referencial:,"294.560,00",Total Recepcionado:,"280.246,00",,
20-1205-00-1100061-1-1,2385,Total Referencial:,"808.000,00",Total Recepcionado:,"760.000,00",,
21-1519-00-1180930-1-1,2386,Total Referencial:,"74.879,95",Total Adjudicado:,"65.295,90",Total Recepcionado:,"65.295,90"
21-1519-00-1128574-1-1,2387,Total Referencial:,"24,562.00",Total Recepcionado:,"23,289.40",,
20-1807-00-1044318-0-E,2388,Total Adjudicado:,"41.800,00",Total Recepcionado:,"41.800,00",,
21-0417-03-1149738-1-1,2389,Total Referencial:,"49,875.00",Total Recepcionado:,"49,874.90",,
20-1335-00-1041095-0-E,2390,Total Adjudicado:,"50.000,00",Total Recepcionado:,"50.000,00",,
20-1345-00-1074700-1-1,2391,Total Referencial:,"146.930,00",Total Adjudicado:,"51.800,00",Total Recepcionado:,"51.800,00"
20-0906-00-1097413-1-1,2392,Total Referencial:,"36.000,00",Total Recepcionado:,"36.000,00",,
20-0906-00-1097413-1-1,2392,Total Referencial:,"87.000,00",Total Recepcionado:,"87.000,00",,
20-0906-00-1097413-1-1,2392,Total Referencial:,"442.200,00",Total Recepcionado:,"435.300,00",,
20-0906-00-1097413-1-1,2392,Total Referencial:,"81.000,00",Total Recepcionado:,"81.000,00",,
20-0423-00-1049532-0-E,2393,Total Adjudicado:,"39.200,00",Total Recepcionado:,"39.200,00",,
21-0025-00-1140580-1-1,2394,Total Referencial:,"40.000,00",Total Recepcionado:,"39.999,00",,
20-1122-00-1090734-1-1,2395,Total Referencial:,"46.352,00",Total Recepcionado:,"44.180,00",,
20-0417-00-1042958-0-E,2396,Total Adjudicado:,"255.007,50",Total Recepcionado:,"255.007,50",,
20-0903-00-1079578-1-1,2397,Total Referencial:,"49,084.00",Total Recepcionado:,"49,084.00",,
21-1505-00-1150543-1-2,2398,Total Referencial:,"132,944.00",Total Adjudicado:,"130,367.00",Total Recepcionado:,"130,367.00"
21-0046-21-1130708-1-1,2399,Total Referencial:,"29.440,00",Total Recepcionado:,"18.400,00",,
20-1218-00-1092725-1-1,2400,Total Referencial:,"37.878,00",Total Recepcionado:,"37.878,00",,
20-1604-00-1085154-1-1,2401,Total Referencial:,"300.000,00",Total Recepcionado:,"300.000,00",,
22-1342-00-1191092-1-1,2402,Total Referencial:,"72.624,00",Total Adjudicado:,"22.662,00",,
20-1201-00-1036242-0-E,2403,Total Adjudicado:,"50.000,00",Total Recepcionado:,"50.000,00",,
20-1420-00-1102105-1-1,2404,Total Referencial:,"339,270.00",,,,
21-1519-00-1111177-1-1,2405,Total Referencial:,"49.500,00",Total Recepcionado:,"41.200,00",,
20-1260-00-1038583-0-E,2406,Total Adjudicado:,"47.610,00",Total Recepcionado:,"47.610,00",,
20-0660-13-1039487-0-E,2407,Total Adjudicado:,"45.000,00",Total Recepcionado:,"45.000,00",,
20-1205-00-1099614-1-1,2408,Total Referencial:,"700,000.00",Total Recepcionado:,"700,000.00",,
20-0902-43-1050511-0-E,2409,Total Adjudicado:,"28.900,00",Total Recepcionado:,"28.900,00",,
20-1606-00-1048775-0-E,2410,Total Adjudicado:,"27.025,88",Total Recepcionado:,"27.025,88",,
21-0422-00-1137760-1-1,2411,Total Referencial:,"49,950.00",Total Recepcionado:,"34,410.00",,
20-1507-00-1052073-0-E,2412,Total Adjudicado:,"63.250,00",Total Recepcionado:,"63.250,00",,
20-0411-00-1081878-1-1,2413,Total Referencial:,"84.500,00",Total Recepcionado:,"70.850,00",,
21-1519-00-1110228-1-1,2414,Total Referencial:,"45.500,00",Total Recepcionado:,"37.300,00",,
20-0901-02-1096942-1-1,2415,Total Referencial:,"107,995.50",Total Recepcionado:,"87,550.00",,
20-1604-00-1046799-0-E,2416,Total Adjudicado:,"494.450,00",Total Recepcionado:,"494.450,00",,
20-0417-09-1033941-0-E,2417,Total Adjudicado:,"49.000,00",Total Recepcionado:,"49.000,00",,
21-0906-03-1121460-1-1,2418,Total Referencial:,"39.540,00",Total Recepcionado:,"39.306,00",,
20-1206-00-1090669-1-1,2419,Total Referencial:,"37.660,00",Total Recepcionado:,"37.660,00",,
21-1731-00-1154800-1-1,2420,Total Referencial:,"24.360,00",Total Recepcionado:,"24.360,00",,
20-0903-00-1096340-1-1,2421,Total Referencial:,"77,000.00",Total Recepcionado:,"77,000.00",,
20-1810-00-1046866-0-E,2422,Total Adjudicado:,"20.865,00",,,,
21-1301-00-1137489-1-1,2423,Total Referencial:,"49.986,00",Total Recepcionado:,"30.547,00",,
20-1263-00-1080812-1-1,2424,Total Referencial:,"250.000,00",Total Adjudicado:,"249.900,00",Total Recepcionado:,"249.900,00"
20-0046-31-1049782-0-E,2425,Total Adjudicado:,"75.000,00",Total Recepcionado:,"75.000,00",,
20-1515-00-1086688-1-1,2426,Total Referencial:,"365.400,00",Total Recepcionado:,"365.400,00",,
20-1227-00-1043303-0-E,2427,Total Adjudicado:,"45.000,00",Total Recepcionado:,"45.000,00",,
20-1601-00-1051448-0-E,2428,Total Adjudicado:,"49.900,00",,,,
20-0908-00-1039113-0-E,2429,Total Adjudicado:,"49.986,00",Total Recepcionado:,"49.986,00",,
20-1255-00-1048042-0-E,2430,Total Adjudicado:,"34.105,00",Total Recepcionado:,"34.105,00",,
20-0901-02-1093644-1-1,2431,Total Referencial:,"193.200,00",Total Recepcionado:,"190.400,00",,
21-0046-00-1151467-1-1,2432,Total Referencial:,"749,988.00",Total Adjudicado:,"749,988.00",Total Recepcionado:,"749,988.00"
20-1306-00-1039302-0-E,2433,Total Adjudicado:,"49.973,00",Total Recepcionado:,"49.973,00",,
20-1316-00-1066159-1-1,2434,Total Referencial:,"200.000,00",Total Adjudicado:,"198.985,15",Total Recepcionado:,"198.985,15"
20-1242-00-1102237-1-1,2435,Total Referencial:,"34,700.00",Total Recepcionado:,"34,700.00",,
21-0513-00-1161214-1-1,2436,Total Referencial:,"158,000.00",Total Adjudicado:,"120,080.00",Total Recepcionado:,"120,080.00"
20-1607-00-1038854-0-E,2437,Total Adjudicado:,"50.000,00",Total Recepcionado:,"50.000,00",,
20-1801-00-1041919-0-E,2438,Total Adjudicado:,"49.995,00",Total Recepcionado:,"49.995,00",,
21-0138-00-1161976-1-1,2439,Total Referencial:,"481,208.84",Total Adjudicado:,"441,498.83",Total Recepcionado:,"441,498.83"
21-0417-06-1143432-1-2,2440,Total Referencial:,"114,990.00",Total Adjudicado:,"114,990.00",Total Recepcionado:,"114,990.00"
20-0417-07-1090913-1-1,2441,Total Referencial:,"32.000,00",Total Recepcionado:,"32.000,00",,
21-0417-05-1177160-1-1,2442,Total Referencial:,"50,000.00",Total Recepcionado:,"17,700.00",,
21-1605-00-1140654-1-1,2443,Total Referencial:,"31,855.00",Total Recepcionado:,"20,082.50",,
20-0902-44-1046092-1-1,2444,Total Referencial:,"60.000,00",Total Adjudicado:,"60.000,00",,
20-1334-00-1074269-2-1,2445,Total Referencial:,"214.040,00",Total Adjudicado:,"77.271,00",Total Recepcionado:,"77.271,00"
20-0660-07-1094754-1-1,2446,Total Referencial:,"49,300.00",Total Recepcionado:,"40,600.00",,
20-1301-00-1051154-0-E,2447,Total Adjudicado:,"225.000,00",Total Recepcionado:,"225.000,00",,
20-1803-00-1048234-0-E,2448,Total Adjudicado:,"24.971,00",Total Recepcionado:,"24.971,00",,
21-0138-00-1130649-1-1,2449,Total Referencial:,"135,000.00",Total Adjudicado:,"119,000.00",Total Recepcionado:,"119,000.00"
21-0902-40-1171032-1-2,2450,Total Referencial:,"35,000.00",Total Recepcionado:,"13,000.00",,
20-0417-00-1042889-0-E,2451,Total Adjudicado:,"501.850,00",Total Recepcionado:,"501.850,00",,
20-0903-00-1041409-0-E,2452,Total Adjudicado:,"68.700,00",Total Recepcionado:,"68.700,00",,
20-0905-01-1049560-0-E,2453,Total Adjudicado:,"17.659,00",Total Recepcionado:,"17.659,00",,
20-4601-03-1095460-1-1,2454,Total Referencial:,"20.294,00",Total Recepcionado:,"20.294,00",,
20-4601-03-1095460-1-1,2454,Total Referencial:,"10.000,00",Total Recepcionado:,"10.000,00",,
20-1305-00-1049657-0-E,2455,Total Adjudicado:,"47.700,00",Total Recepcionado:,"47.700,00",,
21-0030-00-1122113-1-2,2456,Total Referencial:,"39,980.00",Total Recepcionado:,"23,878.00",,
20-1205-00-1094142-1-1,2457,Total Referencial:,"559.280,00",,,,
22-1310-00-1192203-1-1,2458,Total Referencial:,"57.324,00",Total Adjudicado:,"57.324,00",,
20-0908-00-1047515-0-E,2459,Total Adjudicado:,"48.000,00",Total Recepcionado:,"48.000,00",,
21-0681-00-1151727-1-1,2460,Total Referencial:,,,,,
21-0681-00-1151727-1-1,2460,Total Recepcionado:,,,,,
21-0417-06-1123768-1-1,2461,Total Referencial:,"23,064.00",Total Recepcionado:,"23,064.00",,
20-1601-00-1097294-1-1,2462,Total Referencial:,"49,500.00",Total Recepcionado:,"24,750.00",,
20-0087-00-1045001-0-E,2463,Total Adjudicado:,"33.750,00",Total Recepcionado:,"33.750,00",,
21-0283-14-1139904-1-1,2464,Total Referencial:,"42,805.00",Total Recepcionado:,"24,460.00",,
20-1243-00-1088400-1-1,2465,Total Referencial:,"49.795,00",Total Recepcionado:,"49.795,00",,
20-1312-00-1039858-0-E,2466,Total Adjudicado:,"111.200,00",Total Recepcionado:,"5.310,80",,
20-1218-00-1095095-1-1,2467,Total Referencial:,"29.370,00",Total Recepcionado:,"29.370,00",,
21-0905-00-1162532-1-1,2468,Total Referencial:,"49.440,00",Total Recepcionado:,"49.440,00",,
20-0417-06-1077567-1-1,2469,Total Referencial:,"46.000,00",Total Recepcionado:,"45.900,00",,
22-0906-03-1192262-1-1,2470,Total Referencial:,"49.980,00",Total Recepcionado:,"49.980,00",,
20-1537-00-1048947-0-E,2471,Total Adjudicado:,"36.000,00",Total Recepcionado:,"36.000,00",,
20-1240-00-1069730-1-1,2472,Total Referencial:,"150,000.00",Total Adjudicado:,"148,663.00",Total Recepcionado:,"148,663.00"
20-1610-00-1051910-0-E,2473,Total Adjudicado:,"288.000,00",Total Recepcionado:,"288.000,00",,
21-0138-00-1154921-1-1,2474,Total Referencial:,"23.011,00",Total Recepcionado:,"22.994,40",,
20-0903-00-1043526-0-E,2475,Total Adjudicado:,"125.000,00",,,,
20-1712-00-1101635-1-1,2476,Total Referencial:,"119.515,00",Total Recepcionado:,"109.310,00",,
20-1434-00-1100669-1-1,2477,Total Referencial:,"27.500,00",Total Recepcionado:,"27.499,00",,
20-1604-00-1090902-1-1,2478,Total Referencial:,"1.800,00",Total Recepcionado:,"1.800,00",,
20-1604-00-1090902-1-1,2478,Total Referencial:,"34.400,00",Total Recepcionado:,"34.400,00",,
20-1604-00-1090902-1-1,2478,Total Referencial:,"34.000,00",Total Recepcionado:,"34.000,00",,
20-1128-00-1076554-2-1,2479,Total Referencial:,"408,000.00",Total Adjudicado:,"407,856.00",Total Recepcionado:,"407,856.00"
21-1301-00-1159029-1-1,2480,Total Referencial:,"23.000,00",Total Recepcionado:,"23.000,00",,
20-0016-00-1042397-0-E,2481,Total Adjudicado:,"15.000,00",Total Recepcionado:,"15.000,00",,
21-1401-00-1143278-3-1,2482,Total Referencial:,"96.350,00",Total Adjudicado:,"61.233,50",Total Recepcionado:,"61.233,50"
20-1734-00-1094135-1-1,2483,Total Referencial:,"200.000,00",Total Adjudicado:,"199.872,00",Total Recepcionado:,"199.872,00"
20-1605-00-1049476-0-E,2484,Total Adjudicado:,"398.000,00",Total Recepcionado:,"398.000,00",,
20-0903-00-1079919-1-1,2485,Total Referencial:,"37.584,00",Total Recepcionado:,"36.500,00",,
20-1501-00-1086718-2-1,2486,Total Referencial:,"7,374,208.50",Total Recepcionado:,"7,360,564.59",,
21-0423-00-1104450-1-1,2487,Total Referencial:,"49.950,00",Total Recepcionado:,"47.250,00",,
20-0903-00-1041020-0-E,2488,Total Adjudicado:,"50.660,00",Total Recepcionado:,"50.660,00",,
20-1432-00-1099463-1-1,2489,Total Referencial:,"39,990.00",Total Recepcionado:,"39,990.00",,
20-1227-00-1043361-0-E,2490,Total Adjudicado:,"25,500.00",Total Recepcionado:,"25,500.00",,
20-0148-00-1101263-1-1,2491,Total Referencial:,"372.100,00",Total Recepcionado:,"314.518,00",,
20-1401-00-1048873-0-E,2492,Total Adjudicado:,"20.412,00",Total Recepcionado:,"20.412,00",,
20-0224-00-1046551-0-E,2493,Total Adjudicado:,"193.401,00",Total Recepcionado:,"193.401,00",,
21-0670-00-1107917-1-1,2494,Total Referencial:,"24,600.00",Total Recepcionado:,"24,600.00",,
21-0046-21-1109561-1-1,2495,Total Referencial:,"49.000,00",Total Recepcionado:,"21.000,00",,
20-1734-00-1046579-0-E,2496,Total Adjudicado:,"44.670,00",Total Recepcionado:,"44.670,00",,
20-1431-00-1085909-1-1,2497,Total Referencial:,"478,495.00",Total Recepcionado:,"355,124.00",,
20-1201-00-1087366-1-1,2498,Total Referencial:,"45,600.00",Total Recepcionado:,"45,600.00",,
20-0902-07-1050507-0-E,2499,Total Adjudicado:,"48.000,00",Total Recepcionado:,"48.000,00",,
20-0035-01-1089505-1-1,2500,Total Referencial:,"82.400,00",Total Adjudicado:,"77.785,60",Total Recepcionado:,"77.785,60"
20-0513-00-1079905-1-1,2501,Total Referencial:,"119,194.45",Total Adjudicado:,"119,194.45",Total Recepcionado:,"119,194.45"
20-0418-07-1056076-1-1,2502,Total Referencial:,"999,800.00",Total Adjudicado:,"58,200.00",Total Recepcionado:,"58,200.00"
20-1201-00-1079776-1-1,2503,Total Referencial:,"49.993,00",Total Recepcionado:,"49.993,00",,
20-0417-06-1077195-1-1,2504,Total Referencial:,"68,000.00",Total Adjudicado:,"56,000.00",Total Recepcionado:,"56,000.00"
20-1312-00-1044666-0-E,2505,Total Adjudicado:,"74.000,00",Total Recepcionado:,"74.000,00",,
21-1540-00-1179448-1-1,2506,Total Referencial:,"650.000,00",Total Adjudicado:,"647.133,00",Total Recepcionado:,"647.133,00"
20-0909-00-1051150-0-E,2507,Total Adjudicado:,"81.200,00",Total Recepcionado:,"81.200,00",,
20-1345-00-1066846-1-2,2508,Total Referencial:,"81,810.00",Total Adjudicado:,"42,998.00",Total Recepcionado:,"42,998.00"
20-0417-01-1049753-0-E,2509,Total Adjudicado:,"43.000,00",Total Recepcionado:,"43.000,00",,
21-0283-04-1109025-1-1,2510,Total Referencial:,"49.950,00",Total Recepcionado:,"35.078,00",,
20-1301-00-1089926-1-1,2511,Total Referencial:,"196.000,00",Total Recepcionado:,"196.000,00",,
20-0203-00-1059696-1-1,2512,Total Referencial:,"72.150,00",Total Adjudicado:,"17.686,00",Total Recepcionado:,"17.686,00"
20-0417-01-1088832-1-1,2513,Total Referencial:,"48,880.00",Total Recepcionado:,"48,880.00",,
20-1312-00-1041326-0-E,2514,Total Adjudicado:,"107.180,00",Total Recepcionado:,"107.180,00",,
21-0145-00-1119556-1-1,2515,Total Referencial:,"176.973,99",Total Adjudicado:,"150.586,80",Total Recepcionado:,"158.422,25"
20-1311-00-1083555-1-1,2516,Total Referencial:,"419.440,00",Total Adjudicado:,"369.625,00",Total Recepcionado:,"369.625,00"
20-0047-15-1042512-0-E,2517,Total Adjudicado:,"20.858,00",Total Recepcionado:,"20.858,00",,
21-4601-00-1119468-1-1,2518,Total Referencial:,"42.335,00",Total Recepcionado:,"42.335,00",,
20-1206-00-1052389-0-E,2519,Total Adjudicado:,"47.563,00",,,,
20-0418-07-1048386-0-E,2520,Total Adjudicado:,"260.000,00",Total Recepcionado:,"260.000,00",,
20-0902-01-1045356-0-E,2521,Total Adjudicado:,"49.992,00",,,,
20-1301-00-1087670-1-1,2522,Total Referencial:,"24.840,80",Total Recepcionado:,"24.840,80",,
20-0905-00-1045025-0-E,2523,Total Adjudicado:,"27.710,00",,,,
21-1302-00-1149965-1-2,2524,Total Referencial:,"315.000,00",Total Adjudicado:,"307.500,00",Total Recepcionado:,"307.500,00"
20-0905-00-1042063-0-E,2525,Total Adjudicado:,"27.500,00",Total Recepcionado:,"27.500,00",,
21-0901-02-1146637-1-2,2526,Total Referencial:,"63,500.00",Total Recepcionado:,"47,500.00",,
21-0417-06-1158877-1-1,2527,Total Referencial:,"297,000.00",Total Adjudicado:,"296,000.00",Total Recepcionado:,"296,000.00"
20-1205-00-1088510-1-1,2528,Total Referencial:,"520.855,00",Total Recepcionado:,"520.855,00",,
20-1201-00-1090319-1-1,2529,Total Referencial:,"49.950,00",Total Recepcionado:,"49.950,00",,
21-0906-03-1166975-1-1,2530,Total Referencial:,"450,000.00",Total Adjudicado:,"292,500.00",Total Recepcionado:,"292,500.00"
20-0418-03-1049164-0-E,2531,Total Adjudicado:,"43.300,00",Total Recepcionado:,"43.300,00",,
