cuce,list_n,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma
20-0908-36-1075749-1-1,2355,27,4214000,39400,"LLAVE DE PASO DE 3 VIAS PLÁSTICO, CAJA X 50",CAJAS,"15,00","217,00","3.255,00",SARACHO LOPEZ MARIA EUGENIA,"189,90","2.848,50","15,00","189,90","2.848,50",Contratado,
20-0908-36-1075749-1-1,2355,PIEZAS,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,,,,,,,,,,,
20-1120-00-1076029-1-1,2356,1,5022000,31150,AZUCAR,ARROBA,"5.966,00","56,00","334.096,00",COMERCIAL CULPINA MICROEMPRESARIAL S.R.L.,"54,00","322.164,00","5.966,00","54,00","322.164,00",Contratado,Cronograma 0
20-1120-00-1076029-1-1,2356,2,5015000,31150,ACEITE,LITROS,"5.966,00","60,00","357.960,00",COMERCIAL CULPINA MICROEMPRESARIAL S.R.L.,"54,00","322.164,00","5.966,00","54,00","322.164,00",Contratado,Cronograma 0
20-1120-00-1076029-1-1,2356,3,5022000,31150,ARROZ,ARROBA,"5.966,00","65,00","387.790,00",COMERCIAL CULPINA MICROEMPRESARIAL S.R.L.,"65,00","387.790,00","5.966,00","65,00","387.790,00",Contratado,Cronograma 0
20-1103-00-1044717-0-E,2357,1,4213000,33300,BARBIJOS DOBLES,PIEZAS,"50,00",,,BONIFACIO CHOQUE COLQUE,"3,00","150,00","50,00","3,00","150,00",Contratado,Cronograma
20-1103-00-1044717-0-E,2357,2,4213000,33300,MAMELUCOS DESCARTABLE PROTECTOR PERSONAL,PIEZAS,"200,00",,,BONIFACIO CHOQUE COLQUE,"150,00","30.000,00","200,00","150,00","30.000,00",Contratado,Cronograma
20-1103-00-1044717-0-E,2357,3,4213000,33300,BARBIJO SIMPLES,PIEZAS,"50,00",,,BONIFACIO CHOQUE COLQUE,"2,00","100,00","50,00","2,00","100,00",Contratado,Cronograma
20-1310-00-1080793-1-1,2358,1,2110000,43330,TRACTOR AGRÍCOLA,UD,"2,00","264.480,00","528.960,00",SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL SACI,"264.480,00","528.960,00","2,00","264.480,00","528.960,00",Contratado,Cronograma 0
20-1810-00-1040287-0-E,2359,1,5019000,31150.0,HARINA,QUINTAL DE 45 KG,"90,00",,,EDWIN SAMUEL ARISPE LUIZAGA,"245,00","22.050,00",,,,Contratado,Cronograma
20-1810-00-1040287-0-E,2359,2,5019000,31150.0,ACEITE DE 900 ML,CAJAS DE 20 UDDES,"90,00",,,EDWIN SAMUEL ARISPE LUIZAGA,"178,00","16.020,00",,,,Contratado,Cronograma
20-1810-00-1040287-0-E,2359,3,5019000,31150.0,AZUCAR,QUINTAL DE 46 KG,"39,00",,,EDWIN SAMUEL ARISPE LUIZAGA,"220,00","8.580,00",,,,Contratado,Cronograma
20-1810-00-1040287-0-E,2359,4,5019000,31150.0,SAL,BOLSA DE 40 KG,"23,00",,,EDWIN SAMUEL ARISPE LUIZAGA,"55,00","1.265,00",,,,Contratado,Cronograma
20-1302-00-1038010-0-E,2360,1,5121000,34200,COMPRA DE MATERIAL DE BIOSEGURIDAD COVID -19 CORONAVIRUS PARA LOS DIFERENTES CENTROS DE SALUD DE PRIMER NIVEL,GLOBAL,"1,00",,,DISPROMED SRL.,"49.965,00","49.965,00","1,00","49.965,00","49.965,00",Contratado,Cronograma
20-1601-00-1041948-0-E,2361,1,4213000,33300,ADQUISICION DE BARBIJOS TIPO FFP2KN95 PARA CENTROS DE SALUD ZOONOSIS Y HEMODIALISIS PARA PREVENCION COVID- 2019,UNID.,"1,00",,,PEÑALOZA MARTINEZ PATRICK,"46.200,00","46.200,00","1,00","46.200,00","46.200,00",Contratado,Cronograma
20-1201-00-1046786-0-E,2362,1,5121000,34200.0,MEDICAMENTOS EN PRESENTACION LIQUIDA- MIDAZOLAM (3ML) 5MG/ML AMPOLLA,INYECTA BLE,"3.000,00",,,COFARBOL LTDA,"16,50","49.500,00",,,,Contratado,Cronograma
21-0046-28-1162984-1-1,2363,1,5120156,34200,Atlizumab o tocilizumab - TOCILIZUMAB 200 MG.,INYECTA BLE,"4,00","3.394,00","13.576,00",,,,,,,Cancelado,Cronograma 0
21-0046-28-1162984-1-1,2363,2,5134331,34200,Clorhidrato de memotina - FAVIPIRAVIR 200 MG.,COMPRI MIDO,"700,00","35,00","24.500,00",,,,"700,00","34,50","24.150,00",Contratado,Cronograma 0
21-0046-28-1162984-1-1,2363,3,5134330,34200,Ácido Xenazoico - REMDESIVIR 100 MG.,INYECTA BLE,"12,00","872,00","10.464,00",,,,,,,Cancelado,Cronograma 0
21-0203-00-1105524-1-1,2364,1,8511000,25400,"Piso 5 de la Torre ""A"" del Condominio Torres del Poeta",SERVICI O,1.0,570.00,570.00,,,,1.0,"3,983.00","3,983.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,2,8511000,25400,Segundo Piso del Edificio Anexo (Plaza Isabel La Católica N° 2507),SERVICI O,1.0,360.00,360.00,,,,1.0,"2,513.00","2,513.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,3,8511000,25400,Inmueble Zona Sur (Calle Roberto Prudencio N° 222 entre calles 16 y 17 de Calacoto),SERVICI O,1.0,"1,090.00","1,090.00",,,,1.0,"1,089.00","1,089.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,4,8511000,25400,"Piso 3 del Edificio Gundlach (Calle Reyes Ortiz esq. Federico Zuazo, Torre Este)",SERVICI O,1.0,500.00,500.00,,,,1.0,"3,493.00","3,493.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,5,8511000,25400,Tercer Piso del Edificio Central (Plaza Isabel La Católica N° 2507),SERVICI O,1.0,300.00,300.00,,,,1.0,"2,093.00","2,093.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,6,8511000,25400,"Piso 4 de la Torre ""A"" del Condominio Torres del Poeta",SERVICI O,1.0,570.00,570.00,,,,1.0,"3,983.00","3,983.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,7,8511000,25400,Planta Baja del Edificio Anexo (Plaza Isabel La Católica N° 2507),SERVICI O,1.0,360.00,360.00,,,,1.0,"2,513.00","2,513.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,8,8511000,25400,Primer Piso del Edificio Anexo (Plaza Isabel La Católica N° 2507),SERVICI O,1.0,360.00,360.00,,,,1.0,"2,513.00","2,513.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,9,8511000,25400,"Depósito de El Alto (Villa Bolivar D, Calle 132 N° 700 de la ciudad de El Alto)",SERVICI O,1.0,"2,500.00","2,500.00",,,,1.0,"2,499.00","2,499.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,10,8511000,25400,Centro de Consultas de la Ciudad de El Alto (Av. Ladislao Cabrera N° 16 cruce Villa Adela),SERVICI O,1.0,230.00,230.00,,,,1.0,229.00,229.00,Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,11,8511000,25400,Sótano del Edificio Central (Plaza Isabel La Católica N° 2507),SERVICI O,1.0,300.00,300.00,,,,1.0,"2,093.00","2,093.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,12,8511000,25400,Segundo Piso del Edificio Central (Plaza Isabel La Católica N° 2507),SERVICI O,1.0,300.00,300.00,,,,1.0,"2,093.00","2,093.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,13,8511000,25400,Quinto Piso del Edificio Central (Plaza Isabel La,SERVICI O,1.0,300.00,300.00,,,,1.0,"2,093.00","2,093.00",Contratado,Cronograma 0
21-0203-00-1105524-1-1,2364,14,8511000,25400,Planta Baja del Edificio Central (Plaza Isabel La Católica N° 2507),SERVICI O,1.0,300.0,300.0,,,,1.0,"2,392.00","2,392.00",Contratado,
21-0203-00-1105524-1-1,2364,15,8511000,25400,"Piso 6 de la Torre ""A"" del Condominio Torres del Poeta",SERVICI O,1.0,570.0,570.0,,,,1.0,"3,983.00","3,983.00",Contratado,
21-0203-00-1105524-1-1,2364,16,8511000,25400,Primer Piso del Edificio Central (Plaza Isabel La Católica N° 2507),SERVICI O,1.0,300.0,300.0,,,,1.0,"2,093.00","2,093.00",Contratado,
21-0203-00-1105524-1-1,2364,17,8511000,25400,Cuarto Piso del Edificio Central (Plaza Isabel La Católica N° 2507),SERVICI O,1.0,300.0,300.0,,,,1.0,"2,093.00","2,093.00",Contratado,
21-0203-00-1105524-1-1,2364,18,8511000,25400,Tercer Piso del Edificio Anexo (Plaza Isabel La Católica N° 2507),SERVICI O,1.0,360.0,360.0,,,,1.0,"2,513.00","2,513.00",Contratado,
21-0203-00-1105524-1-1,2364,19,8511000.0,25400,"Centro de Consultas de la Ciudad de Oruro (Pasaje Guachalla, Edificio Cámara de Comercio, Piso 3, Oficina 307)",SERVICI O,1.0,100.0,100.0,,,,1.0,187.5,187.5,Contratado,
21-0203-00-1105524-1-1,2364,20,8511000.0,25400,Oficina Regional de Cochabamba (Calle Colombia N° 364 casi Calle 25 de Mayo),SERVICI O,1.0,420.0,420.0,,,,1.0,"1,676.00","1,676.00",Contratado,
21-0203-00-1105524-1-1,2364,21,8511000,25400,"Oficina Departamental y Oficinas de la DCF en la ciudad de Santa Cruz (Av. Irala N° 585 PB Of 2, 3 y Piso 2 Of. 201, Primer",SERVICI O,1.0,928.15,928.15,,,,1.0,"3,712.00","3,712.00",Contratado,
21-0203-00-1105524-1-1,2364,Anillo),,,,,,,,,,,,,,,
21-0203-00-1105524-1-1,2364,Total Recepcionado:,,,,,,,,,,,,,,,
20-0902-01-1047718-0-E,2365,1,4213000,34500,BARBIJOS DESCARTABLES,PIEZAS,"16.650,0",,,HERRACRUZ S.A.,"3,00","49.950,00","16.650,00","3,00","49.950,00",Contratado,Cronograma
21-0417-07-1115820-1-1,2366,1,4112000,34200,PRUEBA DE DIAGNOSTICO INMUNOLOGICO (PRUEBA RAPIDA) COVID-19 SERVICIO DE LABORATORIO CNS DISTRITAL RIBERALTA,PIEZA,"1.110,00","45,00","49.950,00",,,,"1.110,00","34,00","37.740,00",Contratado,Cronograma 0
20-0901-02-1097096-1-1,2367,1,4213000,34200,MAMELUCOS DESCARTABLES,GLOBAL,"994,00","99,00","98.406,00",,,,"994,00","99,00","98.406,00",Contratado,Cronograma 0
20-1115-00-1080963-1-1,2368,1,7210000,24110,Readecuacion Ambientes Morgue Y Deposito Rges Para Pacientes Covid,GLOBAL,"1,00","49.999,94","49.999,94",,,,"1,00","49.999,94","49.999,94",Contratado,Cronograma 0
20-0203-00-1040738-0-E,2369,1,4411000,34500,MAMPARA DE PROTECCION DE ACRILICO DE 0.85 METROS DE ALTO,PIEZA,"3,00",,,ACERO TARQUI PASCUAL,"990,00","2.970,00","3,00","990,00","2.970,00",Contratado,Cronograma
20-0203-00-1040738-0-E,2369,2,3020000,34500,CAMARA DE DESINFECCION CON TANQUE DE 100 LITROS,PIEZA,"2,00",,,ACERO TARQUI PASCUAL,"5.100,00","10.200,00","2,00","5.100,00","10.200,00",Contratado,Cronograma
20-0203-00-1040738-0-E,2369,3,3020000,34500,CAMARA DE DESINFECCION CON TANQUE DE 50 LITROS,PIEZA,"2,00",,,ACERO TARQUI PASCUAL,"4.750,00","9.500,00","2,00","4.750,00","9.500,00",Contratado,Cronograma
20-0203-00-1040738-0-E,2369,4,4411000,34500,MAMPARA DE PROTECCION DE ACRILICO DE 0.50 METROS DE ALTO,PIEZA,"30,00",,,ACERO TARQUI PASCUAL,"520,00","15.600,00","30,00","520,00","15.600,00",Contratado,Cronograma
20-1312-00-1041320-0-E,2370,1,4218000,34200,"PLACA DE RAYOS X DIGITAL, TAMAñO 14X17 PULGADAS (35X43) PRESENTACION EN CAJA DE 100 HOJAS",CAJA,"15,00",,,VELIZ GUZMAN ISAIAS,"2.450,00","36.750,00","15,00","2.450,00","36.750,00",Contratado,Cronograma
20-1312-00-1041320-0-E,2370,2,4218000,34200,"PLACA DE RAYOS X DIGITAL, TAMAñO 8X10 PULGADAS (20X25) PRESENTACION EN CAJA DE 100 HOJAS",CAJA,"8,00",,,VELIZ GUZMAN ISAIAS,"1.550,00","12.400,00","8,00","1.550,00","12.400,00",Contratado,Cronograma
20-1272-00-1042495-0-E,2371,1,4213000,33300,PRENDAS DE VESTIR,GLOBAL,"1,00",,,AYALA GARNICA JAVIER,"4.006,00","4.006,00","1,00","4.006,00","4.006,00",Contratado,Cronograma
20-1272-00-1042495-0-E,2371,2,4213000,39100,MATERIAL DE LIMPIEZA E HIGIENE,GLOBAL,"1,00",,,AYALA GARNICA JAVIER,"13.146,00","13.146,00","1,00","13.146,00","13.146,00",Contratado,Cronograma
20-1272-00-1042495-0-E,2371,3,4213000,39990,OTROS MATERAILES Y SUMINISTROS,GLOBAL,"1,00",,,AYALA GARNICA JAVIER,"2.160,00","2.160,00","1,00","2.160,00","2.160,00",Contratado,Cronograma
20-1272-00-1042495-0-E,2371,4,4213000,39400,INSTRUMENTAL MENOR MENOR MEDICO QUIRURGICO,GLOBAL,"1,00",,,AYALA GARNICA JAVIER,"17.450,00","17.450,00","1,00","17.450,00","17.450,00",Contratado,Cronograma
20-1272-00-1042495-0-E,2371,5,4213000,33400,CALZADOS,GLOBAL,"1,00",,,AYALA GARNICA JAVIER,"1.995,00","1.995,00","1,00","1.995,00","1.995,00",Contratado,Cronograma
20-1109-00-1053980-1-1,2372,1,7210000,42230,REFACCIÓN CENTRO PALEOMTOLÓGICO PARA ATENCIÓN COVID-19,1,"1,00","199.175,53","199.175,53",CHUMACERO CORS OMAR,"197.880,99","197.880,99","1,00","197.880,99","197.880,99",Contratado,Cronograma 0
21-0423-00-1157062-1-1,2373,1,4111620,43400,Kits de pruebas rápidas - COMPRA DE PRUEBAS RAPIDA COVID - 19 AG ANTIGENO,UNIDAD,"2,000.00",28.0,"56,000.00",INSUMOS DE VIDA S.R.L.,27.8,"55,600.00","2,000.00",27.8,"55,600.00",Contratado,Cronograma 0
20-1347-00-1080799-1-1,2374,1,1012000,31200,ALIMENTO PARA PECES,BOLSA,"481,00","125,00","60.125,00",ROMERO FUENTES MARIO ALBERTO,"124,50","59.884,50","481,00","124,50","59.884,50",Contratado,Cronograma 0
21-1335-00-1142412-1-1,2375,1,4110530,34200,"Capilares o cartuchos - CARTUCHO 50T, PRESENTACION : KIT DE 50 PRUEBAS",KIT,"8,00","1.800,00","14.400,00",,,,"8,00","1.800,00","14.400,00",Contratado,Cronograma 0
21-1335-00-1142412-1-1,2375,2,5113160,34200,"Enoxaparin - ENOXAPARINA 40 MG (M NOXA 40), PRESENTACION: ""INYECTABLE DE 40 MG.""",PZA,"200,00","47,00","9.400,00",,,,"200,00","47,00","9.400,00",Contratado,Cronograma 0
21-1335-00-1142412-1-1,2375,3,5128292,34200,"Levofloxacina - LEVOFLOXACINA DE 500 MG, PRESENTACION : COMPRIMIDO DE 500 MG.",PZA,"200,00","1,50","300,00",,,,"200,00","1,40","280,00",Contratado,Cronograma 0
21-1335-00-1142412-1-1,2375,4,5128270,34200,"Vancomicina - VANCOMIXINA 500 MG VIAL, PRESENTACION: INYECTABLE 500 MG.",PZA,"50,00","29,70","1.485,00",,,,"50,00","29,20","1.460,00",Contratado,Cronograma 0
21-1335-00-1142412-1-1,2375,5,5116270,34200,"Acetilcisteína - ACETIL CITEINA 10 %, PRESENTACIÓN: INYECTABLE/AMPOLLA  DE 10%",PZA,"1.000,00","14,43","14.430,00",,,,"1.000,00","14,43","14.430,00",Contratado,Cronograma 0
21-1335-00-1142412-1-1,2375,6,5128460,34200,"Imipenem - IMIPENEM + CILASTATINA, PRESENTACIÓN: INYECTABLE DE 500 MG",PZA,"100,00","81,00","8.100,00",,,,"100,00","81,00","8.100,00",Contratado,Cronograma 0
21-1335-00-1142412-1-1,2375,7,4112170,34200,"Tubos de pruebas de anti coagulación - TUBOS VACUTAINER PEDIATRICO CON EDTA, PRESENTACION: CAJA X 100 UNIDADES",CAJA,"3,00","210,00","630,00",,,,"3,00","210,00","630,00",Contratado,Cronograma 0
21-1335-00-1142412-1-1,2375,8,5114310,34200,"Ácido acetilsalicílico o Aspirina - ACIDO ACETIL SALICILICO, PRESENTACION: COMPRIMIDO DE 100 MG",PZA,"1.000,00","0,31","310,00",,,,"1.000,00","0,31","310,00",Contratado,Cronograma 0
20-1604-00-1092532-1-1,2376,1,4713000,39100,DESINFECTANTE PARA AMBIENTES,PIEZA,"400,00","11,50","4.600,00",,,,"400,00","10,00","4.000,00",Contratado,Cronograma 0
20-1604-00-1092532-1-1,2376,2,4713000,39100,DESINFECTANTE DE PISO,LITRO,"1.560,00","5,70","8.892,00",,,,"1.560,00","5,00","7.800,00",Contratado,Cronograma 0
20-1604-00-1092532-1-1,2376,3,4214000,39100,"DESINFECTANTE HDQ NEUTRAL DE AMPLIO ESPECTRO, A BASE DE AMONIO CUATERNARIO",BIDON,"160,00","225,00","36.000,00",,,,"160,00","224,90","35.984,00",Contratado,Cronograma 0
20-1604-00-1092532-1-1,2376,4,4713000,34500,BOLSA DE PLASTICO DE BIOSEGURIDAD COLOR NEGRO,PAQUET E,"300,00","61,40","18.420,00",,,,,,,Declarado Desierto por Descalificación,Cronograma 0
20-1604-00-1092532-1-1,2376,5,4713000,34500,BOLSAS DE PLÁSTICO DE BIOSEGURIDAD COLOR ROJO,PAQUET E,"350,00","61,40","21.490,00",,,,,,,Declarado Desierto por Descalificación,Cronograma 0
20-1604-00-1092532-1-1,2376,6,4713000,34500,BOLSAS DE PLASTICO DE BIOSEGURIDAD COLOR AZUL,PAQUET E,"300,00","61,40","18.420,00",,,,,,,Declarado Desierto por Descalificación,Cronograma 0
20-1523-00-1086762-1-1,2377,1,4110000,43400,Concentrador de oxígeno,PIEZA,"2,00","12.000,00","24.000,00",MAMANI DE MARCA ANA MARIA,"12.000,00","24.000,00","2,00","12.000,00","24.000,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,2,4110000,43400,"Caja de parto (1 pinza porta objeto, 2 pinzas de koger, 1 tijera mayo recta, 1 pinza anatómica, 1 pinza quirúrgica o diente de ratón, 1 tijera mayo curva, 1 posillo, 1 mango de bisturí, caja metálica)",CAJA,"1,00","2.500,00","2.500,00",MAMANI DE MARCA ANA MARIA,"2.400,00","2.400,00","1,00","2.400,00","2.400,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,3,4110000,43400,Balanza digital,PIEZA,"2,00","6.900,00","13.800,00",ARMIJO CANAVIRI GUIDO CRISTHIAN,"5.400,00","10.800,00","2,00","5.400,00","10.800,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,4,4110000,43400,Camilla ginecológica,PIEZA,"1,00","2.500,00","2.500,00",ARMIJO CANAVIRI GUIDO CRISTHIAN,"2.450,00","2.450,00","1,00","2.450,00","2.450,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,5,4110000,43400,Oximetro de pulso de mesa,PIEZA,"8,00","4.200,00","33.600,00",ARMIJO CANAVIRI GUIDO CRISTHIAN,"3.800,00","30.400,00","8,00","3.800,00","30.400,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,6,4110000,43400,Glucómetro,PIEZA,"12,00","490,00","5.880,00",ARMIJO CANAVIRI GUIDO CRISTHIAN,"480,00","5.760,00","12,00","480,00","5.760,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,7,4110000,43400,Catre hospitalario,PIEZA,"2,00","4.500,00","9.000,00",ARMIJO CANAVIRI GUIDO CRISTHIAN,"4.400,00","8.800,00","2,00","4.400,00","8.800,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,8,4110000,43400,Catre hospitalario con barandillas,PIEZA,"4,00","4.750,00","19.000,00",ARMIJO CANAVIRI GUIDO CRISTHIAN,"4.750,00","19.000,00","4,00","4.750,00","19.000,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,9,4110000,43400,Fonendoscopio,PIEZA,"1,00","1.200,00","1.200,00",ARMIJO CANAVIRI GUIDO CRISTHIAN,"1.000,00","1.000,00","1,00","1.000,00","1.000,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,10,4110000,43400,Aspirador de secreciones,PIEZA,"2,00","9.300,00","18.600,00",,,,,,"18.600,00",Cancelado,Cronograma 0
20-1523-00-1086762-1-1,2377,11,4110000,43400,Monitor de signos vitales,PIEZA,"3,00","18.900,00","56.700,00",MAMANI DE MARCA ANA MARIA,"18.900,00","56.700,00","3,00","18.900,00","56.700,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,12,4110000,43400,Oximetro de pulso de dedo adulto,PIEZA,"3,00","350,00","1.050,00",ARMIJO CANAVIRI GUIDO CRISTHIAN,"350,00","1.050,00","3,00","350,00","1.050,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,13,4110000,43400,Oximetro de pulso de dedo pediátrico,PIEZA,"15,00","380,00","5.700,00",ARMIJO CANAVIRI GUIDO CRISTHIAN,"380,00","5.700,00","15,00","380,00","5.700,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,14,4110000,43400,Tensiómetro,PIEZA,"1,00","800,00","800,00",ARMIJO CANAVIRI GUIDO CRISTHIAN,"450,00","450,00","1,00","450,00","450,00",Contratado,Cronograma 0
20-1523-00-1086762-1-1,2377,15,4110000,43400,Esterilizador de calor seco (pupinel),PIEZA,"1,00","10.500,00","10.500,00",MAMANI DE MARCA ANA MARIA,"10.450,00","10.450,00","1,00","10.450,00","10.450,00",Contratado,Cronograma 0
20-1328-00-1062783-1-1,2378,1,4618000,39900,"Overoles o mamelucos nivel III :\""talla M/Cantidad 100\"" \""talla L/Cantidad 200\"" \""talla XL/Cantidad",GLB,548.0,109.0,"59,732.00",AGUILAR QUIROGA ARIEL,100.0,"54,800.00",548.0,100.0,"54,800.00",Contratado,Cronograma 0
20-1328-00-1062783-1-1,2378,2,4618000,39990,Soluciones desinfectantes de 5 litros,GLB,24.0,362.0,"8,688.00",COCABIA MONTAÑO CARLA LORENA,200.0,"4,800.00",24.0,200.0,"4,800.00",Contratado,Cronograma 0
20-1328-00-1062783-1-1,2378,3,4618000,33200,Guantes descartables,GLB,50.0,132.5,"6,625.00",PEREZ ZEGARRA CARLOS,120.0,"6,000.00",50.0,120.0,"6,000.00",Contratado,Cronograma 0
20-1328-00-1062783-1-1,2378,4,4618000,33200,Gorro Descartable,GLB,"4,000.00",0.6,"2,400.00",TERRAZAS RIVAS MIGUEL ANGEL,0.53,"2,120.00","4,000.00",0.53,"2,120.00",Contratado,
20-1328-00-1062783-1-1,2378,5,4618000,39990,Frasco pulverizador,GLB,100.00,22.0,"2,200.00",IBARRA RIOS VERONICA,10.0,"1,000.00",100.00,10.0,"1,000.00",Contratado,
20-1328-00-1062783-1-1,2378,6,4618000,33200,Guantes descartables,GLB,30.00,132.5,"3,975.00",PEREZ ZEGARRA CARLOS ANDRES,120.0,"3,600.00",30.00,120.0,"3,600.00",Contratado,
20-1328-00-1062783-1-1,2378,7,4618000,33200,Cubre Botas descartables,GLB,500.00,1.6,800.00,PEREZ ZEGARRA CARLOS ANDRES,1.0,500.00,500.00,1.0,500.00,Contratado,
20-1328-00-1062783-1-1,2378,8,4618000,33200,Guantes descartables,GLB,30.00,132.5,"3,975.00",PEREZ ZEGARRA CARLOS ANDRES,120.0,"3,600.00",30.00,120.0,"3,600.00",Contratado,
20-1328-00-1062783-1-1,2378,9,4618000,33200,Lentes de Bioseguridad,GLB,50.00,57.5,"2,875.00",PEREZ ZEGARRA CARLOS ANDRES,57.0,"2,850.00",50.00,57.0,"2,850.00",Contratado,
20-1328-00-1062783-1-1,2378,10,4618000,39900,Batas descartables,GLB,100.00,34.0,"3,400.00",PEREZ ZEGARRA CARLOS ANDRES,34.0,"3,400.00",100.00,34.0,"3,400.00",Contratado,
20-1328-00-1062783-1-1,2378,11,4618000,39900,Alcohol Medicinal al 70% 1000 ml,GLB,250.00,23.32,"5,830.00",GOMEZ CHOQUE MARIBEL NIRZE,14.0,"3,500.00",250.00,14.0,"3,500.00",Contratado,
20-1328-00-1062783-1-1,2378,12,4618000,33100,Barbijo descartable 3 capas,GLB,150.00,66.0,"9,900.00",PUIG VARGAS ISRAEL CRISTOFER,29.47,"4,420.50",150.00,29.47,"4,420.50",Contratado,
20-1328-00-1062783-1-1,2378,13,4618000,33100,Barbijo con filtro N95 o KN 95 de 5 capas con válvula,glb,600.00,16.0,"9,600.00",MILCAR SRL,8.0,"4,800.00",600.00,8.0,"4,800.00",Contratado,
20-1208-00-1089519-1-1,2379,1,4214000,43400,EQUIPAMIENTO MEDICO,GBL,1.00,"433,100.00","433,100.00",CALLISAYA QUISPE RENE,"430,570.00","430,570.00",1.0,"430,570.00","430,570.00",Contratado,Cronograma 0
20-0905-00-1043488-0-E,2380,1,4112000,34200,BARBIJOS KN95,PZA.,"5.000,00",,,FRANKLIN BLACUTT BUSTILLOS,"48,00","240.000,00","5.000,00","48,00","240.000,00",Contratado,Cronograma
20-0905-00-1043488-0-E,2380,2,4112000,34200,LENTES ANTIPARRA,PZA.,"19,00",,,FRANKLIN BLACUTT BUSTILLOS,"77,00","1.463,00","19,00","77,00","1.463,00",Contratado,Cronograma
20-0905-00-1043488-0-E,2380,3,4112000,39100,ALCOHOL EN GEL NEUTRO (1000 ML),FRASCO,"110,00",,,FRANKLIN BLACUTT BUSTILLOS,"50,00","5.500,00","110,00","50,00","5.500,00",Contratado,Cronograma
20-0905-00-1043488-0-E,2380,4,4112000,39100,ALCOHOL EN GEL LAVANDA (1000 ML),FRASCO,"36,00",,,FRANKLIN BLACUTT BUSTILLOS,"65,00","2.340,00","36,00","65,00","2.340,00",Contratado,Cronograma
20-0905-00-1043488-0-E,2380,5,4112000,34200,OVEROLES DE SEGURIDAD,PZA.,"104,00",,,FRANKLIN BLACUTT BUSTILLOS,"230,00","23.920,00","104,00","230,00","23.920,00",Contratado,Cronograma
20-0905-00-1043488-0-E,2380,6,4112000,34200,GUANTES DE EXAMINACION (T - XS),CAJA,"60,00",,,FRANKLIN BLACUTT BUSTILLOS,"69,00","4.140,00","60,00","69,00","4.140,00",Contratado,Cronograma
20-0905-00-1043488-0-E,2380,7,4112000,34200,GUANTES DE EXAMINACION (T - L Y S),CAJA,"350,00",,,FRANKLIN BLACUTT BUSTILLOS,"58,00","20.300,00","350,00","58,00","20.300,00",Contratado,Cronograma
20-0905-00-1043488-0-E,2380,8,4112000,34200,BARBIJO N95,PZA.,"20,00",,,FRANKLIN BLACUTT BUSTILLOS,"55,00","1.100,00","20,00","55,00","1.100,00",Contratado,Cronograma
20-0905-00-1043488-0-E,2380,9,4112000,34200,REGISTRADOR BIOMETRICO DE TEMPERATURA,PZA.,"15,00",,,FRANKLIN BLACUTT BUSTILLOS,"800,00","12.000,00","15,00","800,00","12.000,00",Contratado,Cronograma
20-0905-00-1043488-0-E,2380,10,4112000,39100,ALCOHOL EN GEL DERMATOL (1000 ML),FRASCO,"505,00",,,FRANKLIN BLACUTT BUSTILLOS,"60,00","30.300,00","505,00","60,00","30.300,00",Contratado,Cronograma
20-0905-00-1043488-0-E,2380,11,4112000,34200,MASCARILLA PLANA (CAJA 50 UNID),CAJA,"80,00",,,FRANKLIN BLACUTT BUSTILLOS,"140,00","11.200,00","80,00","140,00","11.200,00",Contratado,Cronograma
