cuce,list_n,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
20-1322-00-1041959-0-E,2533,Total Adjudicado:,150750,Total Recepcionado:,150750,,
20-0417-07-1083770-1-1,2534,Total Referencial:,40200,Total Recepcionado:,32400,,
20-0417-01-1075912-1-1,2535,Total Referencial:,81000,Total Recepcionado:,81000,,
20-1124-00-1095826-1-1,2536,Total Referencial:,25500,Total Recepcionado:,25500,,
20-1257-00-1100851-1-1,2537,Total Referencial:,51000,Total Recepcionado:,46750,,
20-1302-00-1098998-1-1,2538,Total Referencial:,110000,Total Recepcionado:,110000,,
20-0411-00-1090275-1-1,2539,Total Referencial:,597402,Total Recepcionado:,597402,,
21-0513-00-1136544-2-1,2540,Total Referencial:,259700,Total Adjudicado:,159350,Total Recepcionado:,159350
20-1279-00-1089134-1-1,2541,Total Referencial:,49520,Total Recepcionado:,45742.96,,
20-4601-03-1090516-1-1,2542,Total Referencial:,22135.24,Total Recepcionado:,21600,,
20-1402-00-1039929-0-E,2543,Total Adjudicado:,21000,,,,
20-1801-00-1078847-1-2,2544,Total Referencial:,98560,Total Recepcionado:,98560,,
20-0908-00-1047029-0-E,2545,Total Adjudicado:,25000,Total Recepcionado:,25000,,
20-1124-00-1048566-0-E,2546,Total Adjudicado:,52250,Total Recepcionado:,52250,,
20-1302-00-1049451-0-E,2547,Total Adjudicado:,252750,Total Recepcionado:,252750,,
20-1331-00-1080629-1-1,2548,Total Referencial:,163740.87,Total Adjudicado:,147114.99,Total Recepcionado:,147114.99
20-1701-00-1044169-0-E,2549,Total Adjudicado:,242500,Total Recepcionado:,242500,,
20-1342-00-1055380-2-1,2550,Total Referencial:,939400,Total Adjudicado:,914320,Total Recepcionado:,914320
20-1342-00-1038626-0-E,2551,Total Adjudicado:,33040,Total Recepcionado:,33040,,
20-1734-00-1046443-0-E,2552,Total Adjudicado:,56100,Total Recepcionado:,56100,,
20-1201-00-1086746-1-1,2553,Total Referencial:,34000,Total Recepcionado:,29990,,
20-0146-00-1069843-1-1,2554,Total Referencial:,348400,Total Adjudicado:,299772.75,Total Recepcionado:,299772.75
20-1342-00-1065679-1-1,2555,Total Referencial:,619999.9400000001,Total Adjudicado:,451381,Total Recepcionado:,451381
20-1326-00-1054054-1-1,2556,Total Referencial:,60000,Total Adjudicado:,35000,Total Recepcionado:,35000
21-0417-06-1124809-1-1,2557,Total Referencial:,22500,Total Recepcionado:,17535,,
20-0902-07-1061669-1-1,2558,Total Referencial:,67200,Total Adjudicado:,66784,Total Recepcionado:,66784
21-1302-00-1107676-1-1,2559,Total Referencial:,49992,Total Recepcionado:,24000,,
21-0417-06-1143501-1-1,2560,Total Referencial:,195250,Total Adjudicado:,182500,Total Recepcionado:,182500
20-1317-00-1040114-0-E,2561,Total Adjudicado:,26260,Total Recepcionado:,26260,,
20-1304-00-1092559-1-1,2562,Total Referencial:,369386.4,Total Adjudicado:,367967.4,Total Recepcionado:,367967.4
20-0206-00-1047138-0-E,2563,Total Adjudicado:,21248,Total Recepcionado:,21248,,
20-1734-00-1094211-1-1,2564,Total Referencial:,200000,Total Adjudicado:,199872,Total Recepcionado:,199872
20-1201-00-1089602-1-1,2565,Total Referencial:,49954.840000000004,Total Recepcionado:,45084,,
20-1306-00-1040678-0-E,2566,Total Adjudicado:,48000,Total Recepcionado:,48000,,
20-1201-00-1088425-1-1,2567,Total Referencial:,49950,Total Recepcionado:,49950,,
20-1501-00-1040010-0-E,2568,Total Adjudicado:,33700,Total Recepcionado:,33700,,
21-0513-00-1165553-1-1,2569,Total Referencial:,96750,Total Adjudicado:,76275,Total Recepcionado:,76275
21-0513-00-1118043-1-1,2570,Total Referencial:,88140,Total Adjudicado:,34426.18,Total Recepcionado:,34426.18
21-1342-00-1130934-1-1,2571,Total Referencial:,26600,Total Recepcionado:,26600,,
21-1605-00-1178597-1-1,2572,Total Referencial:,41132,Total Recepcionado:,38004.5,,
20-1115-00-1094052-1-1,2573,Total Referencial:,49997.09,Total Recepcionado:,49997.09,,
20-3301-00-1096501-1-1,2574,Total Referencial:,99180,Total Adjudicado:,99180,Total Recepcionado:,99180
20-0908-00-1047631-0-E,2576,Total Adjudicado:,105000,Total Recepcionado:,105000,,
20-1327-00-1065778-1-1,2577,Total Referencial:,126600,Total Adjudicado:,87130,Total Recepcionado:,87130
20-1201-00-1049498-0-E,2578,Total Adjudicado:,276444,,,,
20-1528-00-1064750-1-2,2579,Total Referencial:,320000,Total Adjudicado:,280000,Total Recepcionado:,280000
20-1734-00-1094167-1-1,2580,Total Referencial:,200000,Total Adjudicado:,199872,Total Recepcionado:,199872
20-0906-00-1076523-1-1,2581,Total Referencial:,842400,Total Adjudicado:,91000,Total Recepcionado:,91000
20-1734-00-1046488-0-E,2582,Total Adjudicado:,66000,Total Recepcionado:,66000,,
20-1342-00-1049449-0-E,2583,Total Adjudicado:,40716,Total Recepcionado:,40716,,
20-0417-07-1081398-1-1,2584,Total Referencial:,31000,Total Recepcionado:,30500,,
21-1810-00-1108938-1-1,2585,Total Referencial:,22655.12,Total Recepcionado:,18772.12,,
21-0423-00-1152290-1-1,2586,Total Referencial:,42900,Total Recepcionado:,39500,,
20-1322-00-1098672-1-1,2587,Total Referencial:,181200,Total Adjudicado:,121200,Total Recepcionado:,121200
20-0903-00-1042447-0-E,2588,Total Adjudicado:,84250,Total Recepcionado:,84250,,
21-1311-00-1164374-1-2,2589,Total Referencial:,30000,Total Recepcionado:,25000,,
20-1734-00-1094199-2-1,2590,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
20-1301-00-1049853-0-E,2591,Total Adjudicado:,1013711,,,,
20-1280-00-1096673-1-1,2592,Total Referencial:,117263.4,Total Adjudicado:,116379,Total Recepcionado:,116379
20-1302-00-1051818-0-E,2593,Total Adjudicado:,25700,Total Recepcionado:,25700,,
20-1235-00-1090946-1-1,2594,Total Referencial:,49997.86,Total Recepcionado:,49997.86,,
20-1201-00-1042106-0-E,2595,Total Adjudicado:,70140,Total Recepcionado:,70140,,
21-0902-43-1134932-1-1,2596,Total Referencial:,999990,Total Adjudicado:,722215,Total Recepcionado:,694395
21-0417-06-1156085-1-1,2597,Total Referencial:,58000,Total Adjudicado:,57990,Total Recepcionado:,57990
20-0908-00-1043619-0-E,2598,Total Adjudicado:,135000,Total Recepcionado:,135000,,
21-0423-00-1126331-1-1,2599,Total Referencial:,47126.4,Total Recepcionado:,35447.44,,
21-0417-06-1120404-1-3,2600,Total Referencial:,962500,Total Adjudicado:,616000,Total Recepcionado:,616000
20-0249-00-1094489-1-1,2601,Total Referencial:,200000,Total Recepcionado:,200000,,
20-1120-00-1045579-0-E,2602,Total Adjudicado:,159250,Total Recepcionado:,159250,,
21-0046-22-1105769-1-1,2603,Total Referencial:,41335,Total Recepcionado:,35036,,
21-0513-00-1153153-1-1,2604,Total Referencial:,40400,Total Recepcionado:,38796,,
20-1755-00-1064565-2-1,2605,Total Referencial:,1607000,Total Adjudicado:,1004253,Total Recepcionado:,1004253
20-0901-02-1049348-0-E,2607,Total Adjudicado:,1394970,,,,
20-3701-00-1091083-1-1,2608,Total Referencial:,199965,Total Adjudicado:,198445,Total Recepcionado:,198445
20-1310-00-1039891-0-E,2609,Total Adjudicado:,42000,Total Recepcionado:,42000,,
20-1339-00-1096631-1-1,2610,Total Referencial:,49852.3,Total Recepcionado:,49852.3,,
20-1803-00-1041508-0-E,2611,Total Adjudicado:,48000,Total Recepcionado:,48000,,
20-1115-00-1074119-1-1,2612,Total Referencial:,46800,Total Recepcionado:,46800,,
20-1218-00-1095164-1-1,2613,Total Referencial:,42000,Total Recepcionado:,42000,,
20-0417-06-1079071-1-1,2614,Total Referencial:,37050,Total Recepcionado:,37050,,
21-0417-06-1124403-1-2,2615,Total Referencial:,300000,Total Adjudicado:,110000,Total Recepcionado:,110000
21-0417-06-1159794-1-1,2616,Total Referencial:,49940,Total Recepcionado:,49940,,
20-1302-00-1050079-0-E,2617,Total Adjudicado:,46800,Total Recepcionado:,46800,,
20-0901-00-1083775-1-1,2618,Total Referencial:,153251,Total Adjudicado:,105504,Total Recepcionado:,105504
20-0417-01-1048544-0-E,2619,Total Adjudicado:,35000,Total Recepcionado:,35000,,
20-1720-00-1043585-0-E,2620,Total Adjudicado:,47600,Total Recepcionado:,47600,,
20-1508-00-1048357-0-E,2621,Total Adjudicado:,22760,Total Recepcionado:,22760,,
20-1801-00-1040419-0-E,2622,Total Adjudicado:,101025,Total Recepcionado:,101025,,
21-0046-22-1104835-1-1,2623,Total Referencial:,141246,Total Adjudicado:,141246,Total Recepcionado:,141246
20-1313-00-1078475-1-1,2624,Total Referencial:,573127.89,Total Recepcionado:,579999.06,,
20-1206-00-1092776-1-1,2625,Total Referencial:,4282,Total Recepcionado:,3307,,
20-1206-00-1092776-1-1,2625,Total Referencial:,4190,Total Recepcionado:,4158,,
20-1206-00-1092776-1-1,2625,Total Referencial:,1750,Total Recepcionado:,1743,,
20-1206-00-1092776-1-1,2625,Total Referencial:,10983,Total Recepcionado:,10848.5,,
20-1301-00-1044796-0-E,2626,Total Adjudicado:,142500,Total Recepcionado:,142500,,
20-0903-00-1038282-0-E,2627,Total Adjudicado:,55800,Total Recepcionado:,55800,,
20-1604-00-1048525-0-E,2629,Total Adjudicado:,45000,,,,
20-1306-00-1039686-0-E,2630,Total Adjudicado:,55000,Total Recepcionado:,55000,,
21-0904-04-1177282-1-1,2631,Total Referencial:,49500,Total Recepcionado:,49500,,
21-0418-02-1180598-1-1,2632,Total Referencial:,30000,Total Recepcionado:,24000,,
21-0905-00-1177849-1-1,2633,Total Referencial:,45500,Total Recepcionado:,45500,,
20-0046-00-1039060-0-E,2634,Total Adjudicado:,65100,Total Recepcionado:,65100,,
20-1532-00-1093453-1-1,2635,Total Referencial:,1376150,Total Recepcionado:,1340532,,
21-0905-00-1177859-1-1,2636,Total Referencial:,45500,Total Recepcionado:,45500,,
22-1508-00-1191464-1-1,2637,Total Referencial:,213484,Total Adjudicado:,103983.8,Total Recepcionado:,
20-0901-00-1095074-1-1,2638,Total Referencial:,24540,Total Recepcionado:,24540,,
20-1302-00-1048818-0-E,2639,Total Adjudicado:,1735708,Total Recepcionado:,1735708,,
21-0145-00-1108702-1-1,2640,Total Referencial:,48500,Total Recepcionado:,40594,,
20-1712-00-1041999-0-E,2641,Total Adjudicado:,168000,,,,
21-1101-00-1184392-1-1,2642,Total Referencial:,28805.980000000003,Total Recepcionado:,20000,,
21-1301-00-1137497-1-1,2643,Total Referencial:,49986,Total Recepcionado:,30547,,
20-1701-00-1085278-1-1,2644,Total Referencial:,2022860,Total Recepcionado:,1375940,,
20-0902-01-1045747-0-E,2645,Total Adjudicado:,30240,Total Recepcionado:,30240,,
21-1519-00-1117318-1-1,2646,Total Referencial:,21800,Total Recepcionado:,19798,,
20-1315-00-1044130-0-E,2647,Total Adjudicado:,149997,,,,
21-0417-06-1119813-1-2,2648,Total Referencial:,980500,Total Adjudicado:,240500,Total Recepcionado:,240500
20-0660-13-1039499-0-E,2649,Total Adjudicado:,46700,Total Recepcionado:,46700,,
20-1201-00-1090708-1-1,2650,Total Referencial:,49846,,,,
20-0901-02-1098101-1-1,2651,Total Referencial:,105000,Total Recepcionado:,105000,,
20-1306-00-1074461-1-1,2652,Total Referencial:,525428.75,Total Adjudicado:,502228,Total Recepcionado:,502228
20-1207-00-1092111-1-1,2653,Total Referencial:,340000,Total Adjudicado:,340000,Total Recepcionado:,340000
20-0417-01-1074755-1-1,2654,Total Referencial:,879000,Total Recepcionado:,226800,,
20-1302-00-1051586-0-E,2655,Total Adjudicado:,45000,Total Recepcionado:,45000,,
20-0901-02-1085107-1-1,2656,Total Referencial:,27924,Total Recepcionado:,24425,,
20-1306-00-1040448-0-E,2657,Total Adjudicado:,126350,Total Recepcionado:,126350,,
21-1701-00-1125966-2-1,2658,Total Referencial:,188160,Total Adjudicado:,188160,Total Recepcionado:,188160
21-1306-00-1107507-1-1,2659,Total Referencial:,49938,Total Recepcionado:,32699.5,,
20-1606-00-1048966-0-E,2660,Total Adjudicado:,22000,Total Recepcionado:,22000,,
20-0901-00-1083934-1-1,2661,Total Referencial:,602784,Total Adjudicado:,556416,,
20-1734-00-1046281-0-E,2662,Total Adjudicado:,63000,Total Recepcionado:,63000,,
20-1601-00-1064994-1-1,2663,Total Referencial:,158000,Total Adjudicado:,116000,,
20-0681-01-1091567-1-1,2664,Total Referencial:,28100,Total Recepcionado:,21025,,
20-0417-01-1049598-0-E,2665,Total Adjudicado:,102000,Total Recepcionado:,102000,,
20-1539-00-1089149-1-1,2666,Total Referencial:,423116,Total Adjudicado:,26738,Total Recepcionado:,26738
20-1120-00-1040556-0-E,2667,Total Adjudicado:,217140,Total Recepcionado:,217140,,
20-1304-00-1091978-1-1,2668,Total Referencial:,133050,Total Adjudicado:,133050,Total Recepcionado:,133050
20-1304-00-1091978-1-1,2668,Total Referencial:,654228,Total Adjudicado:,609470,Total Recepcionado:,609470
20-1304-00-1091978-1-1,2668,Total Referencial:,68804,Total Adjudicado:,68804,Total Recepcionado:,68804
20-1304-00-1091978-1-1,2668,Total Referencial:,66290,Total Adjudicado:,58400,Total Recepcionado:,58400
20-1304-00-1091978-1-1,2668,Total Referencial:,63300,Total Adjudicado:,63300,Total Recepcionado:,63300
20-0418-07-1052487-0-E,2669,Total Adjudicado:,430000,Total Recepcionado:,430000,,
20-0902-01-1044182-0-E,2670,Total Adjudicado:,49993.6,Total Recepcionado:,49993.6,,
21-1341-00-1119584-1-1,2671,Total Referencial:,106200,Total Adjudicado:,102540,Total Recepcionado:,102540
21-1341-00-1119584-1-1,2671,Total Referencial:,60615,Total Adjudicado:,55870,Total Recepcionado:,55870
20-1406-00-1037976-0-E,2672,Total Adjudicado:,48950,Total Recepcionado:,48950,,
20-1201-00-1089744-1-1,2673,Total Referencial:,49660,Total Recepcionado:,49660,,
20-1734-00-1094570-1-1,2674,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
20-1805-00-1041262-0-E,2675,Total Adjudicado:,100000,Total Recepcionado:,100000,,
20-0423-00-1049691-0-E,2676,Total Adjudicado:,47600,Total Recepcionado:,47600,,
20-0148-00-1101305-1-1,2677,Total Referencial:,51542,Total Recepcionado:,49897,,
21-0417-09-1107586-1-1,2678,Total Referencial:,118500,Total Recepcionado:,118500,,
20-1280-00-1095739-1-1,2679,Total Referencial:,35980,Total Recepcionado:,35980,,
20-0148-00-1101315-1-1,2680,Total Referencial:,375000,Total Recepcionado:,375000,,
20-1501-00-1038985-0-E,2681,Total Adjudicado:,626300,,,,
20-1328-00-1080548-1-1,2682,Total Referencial:,132755,Total Adjudicado:,33475,Total Recepcionado:,33475
20-1206-00-1052120-0-E,2683,Total Adjudicado:,272028,Total Recepcionado:,272028,,
21-0422-00-1144209-1-1,2684,Total Referencial:,90000,Total Adjudicado:,48400,Total Recepcionado:,48400
20-1255-00-1047598-0-E,2685,Total Adjudicado:,37627,Total Recepcionado:,37627,,
20-0908-00-1047150-0-E,2686,Total Adjudicado:,50000,Total Recepcionado:,50000,,
20-0417-07-1078759-1-1,2687,Total Referencial:,62300,Total Recepcionado:,62300,,
21-1247-00-1123454-1-1,2688,Total Referencial:,23700,Total Recepcionado:,23700,,
20-0417-07-1078621-1-1,2689,Total Referencial:,30400,Total Recepcionado:,30400,,
21-1201-00-1182975-1-1,2690,Total Referencial:,59991.2,Total Adjudicado:,56881.9,Total Recepcionado:,103671.6
22-0203-00-1192871-1-1,2691,Total Referencial:,14365,,,,
22-0203-00-1192871-1-1,2691,Total Referencial:,1760,,,,
21-1712-00-1134663-1-1,2692,Total Referencial:,28800,,,,
20-0342-00-1048145-0-E,2693,Total Adjudicado:,22950,Total Recepcionado:,22950,,
20-1306-00-1083092-1-2,2694,Total Referencial:,3541666.8,Total Recepcionado:,3267536,,
21-0417-06-1156531-1-1,2695,Total Referencial:,42000,Total Recepcionado:,32000,,
20-0418-03-1097530-1-1,2696,Total Referencial:,200000,Total Recepcionado:,200000,,
20-1734-00-1094192-1-1,2697,Total Referencial:,200000,Total Adjudicado:,199872,Total Recepcionado:,199872
20-1274-00-1045128-0-E,2698,Total Adjudicado:,25778,Total Recepcionado:,25778,,
20-1315-00-1040635-0-E,2699,Total Adjudicado:,47200,Total Recepcionado:,47200,,
20-1310-00-1039773-0-E,2700,Total Adjudicado:,49990,Total Recepcionado:,49990,,
21-0046-28-1118635-1-1,2701,Total Referencial:,36550,Total Recepcionado:,30490,,
20-1325-00-1086014-1-1,2702,Total Referencial:,315725.9,Total Recepcionado:,315725.9,,
21-0901-00-1156142-1-1,2703,Total Referencial:,23940,Total Recepcionado:,23142,,
20-0901-00-1067835-1-1,2704,Total Referencial:,732450,Total Adjudicado:,640775,Total Recepcionado:,640775
20-1705-00-1064566-1-1,2705,Total Referencial:,140000,Total Adjudicado:,125000,Total Recepcionado:,125000
20-0147-00-1082733-1-1,2706,Total Referencial:,988836.9500000001,Total Adjudicado:,986776.39,Total Recepcionado:,986776.39
21-1302-00-1175155-1-1,2707,Total Referencial:,135250,Total Adjudicado:,121519.8,Total Recepcionado:,121519.8
20-1306-00-1050355-0-E,2708,Total Adjudicado:,47135,Total Recepcionado:,47135,,
20-1801-00-1049637-0-E,2709,Total Adjudicado:,373750,Total Recepcionado:,373750,,
21-0025-00-1178927-1-1,2710,Total Referencial:,50000,Total Recepcionado:,50000,,
21-1505-00-1154635-1-1,2711,Total Referencial:,3600,Total Adjudicado:,124800,Total Recepcionado:,124800
21-0046-31-1128505-1-1,2712,Total Referencial:,50000,Total Recepcionado:,48000,,
20-1801-00-1041850-0-E,2713,Total Adjudicado:,51255,Total Recepcionado:,51255,,
20-1803-00-1041199-0-E,2714,Total Adjudicado:,554110,Total Recepcionado:,554110,,
20-1401-00-1048694-0-E,2715,Total Adjudicado:,46010,Total Recepcionado:,46010,,
20-1734-00-1094176-1-1,2716,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
20-0903-00-1072659-1-1,2717,Total Referencial:,270000,Total Adjudicado:,260000,Total Recepcionado:,260000
20-0908-00-1047630-0-E,2718,Total Adjudicado:,120000,,,,
20-0417-05-1085274-1-1,2719,Total Referencial:,49950,Total Recepcionado:,25515,,
20-1207-00-1079941-1-1,2720,Total Referencial:,649999,Total Adjudicado:,630248,Total Recepcionado:,630248
20-1301-00-1044839-0-E,2721,Total Adjudicado:,22760,,,,
20-1342-00-1052725-0-E,2722,Total Adjudicado:,25200,,,,
20-1342-00-1049493-0-E,2723,Total Adjudicado:,23464,Total Recepcionado:,23464,,
21-1307-00-1146878-1-1,2724,Total Referencial:,120000,Total Adjudicado:,101010,Total Recepcionado:,101010
20-1304-00-1050953-0-E,2725,Total Adjudicado:,81000,Total Recepcionado:,81000,,
20-1605-00-1042981-0-E,2726,Total Adjudicado:,51352,Total Recepcionado:,51352,,
21-1310-00-1107618-1-1,2727,Total Referencial:,76181,Total Recepcionado:,73914.9,,
20-0411-00-1090290-1-1,2728,Total Referencial:,44710,Total Recepcionado:,35840,,
20-1801-00-1085827-1-1,2729,Total Referencial:,56100,Total Recepcionado:,54000,,
21-1706-00-1150531-1-1,2730,Total Referencial:,145898.28,Total Recepcionado:,81537,,
20-1801-00-1040664-0-E,2731,Total Adjudicado:,196300,Total Recepcionado:,196300,,
20-0902-01-1046764-0-E,2732,Total Adjudicado:,50000,Total Recepcionado:,50000,,
20-0902-00-1042169-0-E,2733,Total Adjudicado:,2103492.2,Total Recepcionado:,2103492.2,,
20-1801-00-1090589-1-1,2734,Total Referencial:,105650,Total Recepcionado:,105335,,
20-1801-00-1085845-1-1,2735,Total Referencial:,71400,Total Recepcionado:,35689.8,,
21-0905-00-1183120-1-1,2736,Total Referencial:,45500,Total Recepcionado:,45500,,
20-1739-00-1089001-1-2,2737,Total Referencial:,345388,Total Recepcionado:,324488,,
20-0417-06-1094715-1-1,2738,Total Referencial:,45000,Total Recepcionado:,36000,,
20-1432-00-1098297-1-1,2739,Total Referencial:,23361,Total Recepcionado:,23361,,
20-0908-36-1049447-0-E,2740,Total Adjudicado:,43120,Total Recepcionado:,43120,,
20-1305-00-1098038-1-1,2741,Total Referencial:,518010,,,,
20-0138-00-1062014-2-1,2742,Total Referencial:,308040,Total Adjudicado:,308040,Total Recepcionado:,308040
20-0902-01-1052116-0-E,2743,Total Adjudicado:,49950,Total Recepcionado:,49950,,
21-0138-00-1155207-1-1,2744,Total Referencial:,326139,Total Adjudicado:,324500,Total Recepcionado:,324500
20-0908-36-1049457-0-E,2745,Total Adjudicado:,39159.259999999995,Total Recepcionado:,39159.259999999995,,
21-1801-00-1129860-1-1,2746,Total Referencial:,49999.5,Total Recepcionado:,49999.5,,
20-0411-00-1093396-1-1,2747,Total Referencial:,33000,Total Recepcionado:,33000,,
20-1113-00-1095071-1-1,2748,Total Referencial:,49990,Total Recepcionado:,49990,,
20-0411-00-1080395-1-1,2749,Total Referencial:,148500,Total Recepcionado:,114675,,
20-1604-00-1093201-1-1,2750,Total Referencial:,49960,Total Recepcionado:,49960,,
20-1324-00-1045895-0-E,2751,Total Adjudicado:,23000,Total Recepcionado:,23000,,
20-1720-00-1063331-2-1,2752,Total Referencial:,73500,Total Adjudicado:,71588.61,,
20-1720-00-1063331-2-1,2752,Total Referencial:,70492.8,Total Adjudicado:,70242.8,,
20-1720-00-1063331-2-1,2752,Total Referencial:,45000,Total Adjudicado:,44500,,
20-1720-00-1063331-2-1,2752,Total Referencial:,95350,Total Adjudicado:,94915,,
