tema,cuce,entidad,tipo_contratacion,modalidad,objeto,estado.x,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado.y,cronograma
coronavirus,20-1511-00-1059731-2-1,Gobierno Autonomo Municipal De Colquechaca,Bienes,ANPE,"Prevencion, Control Y Atencion Del Coronavirus -Macha (Material De Limpieza)",Contratado,No,2020-09-25,2020-09-21,1.Especificaciones Tecnicas 2.Convocatoria 3.Documento Base de Contratacion 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1511-00-1059731-2-1,Jaime Zenon Huanca Salvatierra (Telf: 67906030),NA,NA,-,NA,NA,Potosi,NB-SABS (D.S.0181),1,4713000,39100,LAVANDINA DE 1 LITRO,LITROS,NA,NA,NA,VICKER CALVO KATHERINE PAOLA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
coronavirus,20-1338-00-1064387-1-1,Gobierno Autonomo Municipal De Arque,Bienes,ANPP,Adquisición De Equipamiento Medico Para La Prevencion Del Coronavirus Covid-19 Gestion 2020,Contratado,No,2020-10-01,2020-09-21,1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1338-00-1064387-1-1,Jimy Hilton Escalera Cabellos (Telf: 4410340),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,4110000,34600,ADQUISICIÓN DE EQUIPAMIENTO MEDICO PARA LA PREVENCION DEL CORONAVIRUS COVID-19 GESTION 2020,GLB,1,NA,NA,VELIZ GUZMAN ISAIAS,NA,NA,1,NA,NA,Contratado,Cronograma 0
coronavirus,20-1306-00-1064138-1-1,Gobierno Autonomo Municipal De Colcapirhua,Bienes,LP,Adquisicion De Productos De Primera Necesidad Para La Provision De Alimentos Y Seguridad Alimentaria A Familias En Situacion De Vilnerabilidad Economica Como Medida De Prevencion Y Contencion Del Coronavirus Covid-19 En El Municipio De Colcapirhua,Contratado,No,2020-10-13,2020-09-21,1.Documento Base de Contratacion 2.Convocatoria 3.Acta Reunion de Aclaracion 4.Resolucion de aprobacion del DBC 5.Res. de Adjudicacion (nota) 6.Informe de la Comision/Responsable de Evaluacion 7.Contrato/Orden de Compra/Orden de Servicio 8.Contrato/Orden de Compra/Orden de Servicio 9.Ver mas...,1.FORM 100 2.FORM 120 3.FORM 170 4.FORM 200 5.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1306-00-1064138-1-1,Fabian  Garcia Nunez (Telf: 4269985),NA,NA,-,30/09/2020 11:00,NA,Cochabamba,NB-SABS (D.S.0181),1,5019000,31150,ARROZ,ARROBA,NA,55,NA,NA,NA,NA,NA,NA,NA,No se presentaron proponentes,Cronograma 0
coronavirus,20-1511-00-1059734-2-1,Gobierno Autonomo Municipal De Colquechaca,Bienes,ANPP,"Prevencion, Control Y Atencion Del Coronavirus (Material De Limpieza)",Contratado,No,2020-10-01,2020-09-21,1.Especificaciones Tecnicas 2.Documento Base de Contratacion 3.Convocatoria 4.Informe de la Comision/Responsable de Evaluacion 5.Res. de Adjudicacion (nota) 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1511-00-1059734-2-1,Jaime Zenon Huanca Salvatierra (Telf: 67906030),NA,NA,-,NA,NA,Potosi,NB-SABS (D.S.0181),1,4713000,39100,LAVANDINA DE 1 LITRO,LITROS,NA,NA,NA,VICKER CALVO KATHERINE PAOLA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-1257-00-1060099-2-1,Gobierno Autonomo Municipal De Irupana (Villa De Lanza),Bienes,ANPE,Provision Alimentaria A Familias De Extrema Necesidad Durante La Pandemia Por Covid-19 En El Municipio De Irupana,Contratado,No,2020-09-25,2020-09-21,1.Especificaciones Tecnicas 2.Documento Base de Contratacion 3.Convocatoria 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva 8.Acta o informe de recepcion definitiva 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1257-00-1060099-2-1,Angela Gabriela Solíz Celiz (Telf: 010-22136128),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,5016000,31150,BOLSA DE AZUCAR BLANCA (UNA BOLSA EQUIVALE A 11.5 KG O 23 LIBRAS),BOLSA,NA,NA,NA,MORANTE QUISBERT KEVIN RODRIGO,NA,NA,NA,NA,NA,Contratado,Cronograma 0
oxigeno,20-0901-02-1064204-1-1,Servicio Departamental De Salud Chuquisaca,Bienes,ANPP,Provision De Oxigeno Medicinal H.G.O.,Contratado,No,2020-10-01,2020-09-21,1.Aprobación de la entidad para elaboración del DBC (no existe modelo del Organo Rector) 2.Documento Base de Contratacion 3.Convocatoria 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0901-02-1064204-1-1,Ricardo Serrano Machuca (Telf: 64-53147 - 64-54891),NA,NA,-,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,5121000,34200,Oxigeno Liquido Medicinal (tanque de 2500 Kg.),KILOS,NA,10,NA,PRAXAIR BOLIVIA S.R.L.,10,NA,NA,10,NA,Contratado,Cronograma 0
alcohol,20-0417-03-1063459-1-2,Caja Nacional De Salud Regional Santa Cruz,Bienes,ANPE,689 Pieza Aplicador De Clorhexidina Al 2% Mas Alcohol 70% De 35ml - Supervision Regional De Enfermeria,Contratado,No,2020-09-29,2020-09-22,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0417-03-1063459-1-2,Maria Fernanda Alvarez Villegas (Telf: 3393354),NA,NA,-,NA,NA,Santa Cruz,NB-SABS (D.S.0181),1,4214000,34200,APLICADOR DE CLORHEXIDINA AL 2% MAS ALCOHOL AL 70% DE 35ML,PIEZA,689,174,NA,DISTRIBUIDORA GUTIERREZ & CIA SRL,172,NA,689,172,NA,Contratado,Cronograma 0
covid,20-1705-00-1064566-1-1,Gobierno Autonomo Municipal De El Torno,Bienes,ANPE,Adquisicion De Equipamiento Medico (Analizador Hematologico) Para Pacientes Covid-19 Del Hospital Municipal El Torno,Contratado,No,2020-09-29,2020-09-22,1.Convocatoria 2.Documento Base de Contratacion 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1705-00-1064566-1-1,Leydy Magdony Molina Moron (Telf: 3822164),NA,NA,-,NA,NA,Santa Cruz,NB-SABS (D.S.0181),1,4110000,43400,ANALIZADOR HEMATOLOGICO (SERVICIO DE LABORATORIO),GLOBAL,NA,NA,NA,MONTECINOS ALVARADO MIGUEL ERICK,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-1601-00-1064994-1-1,Gobierno Autonomo Municipal De Tarija,Bienes,ANPE,"Adquisición De Guantes Descartables Para La Policia Nacional, Centros De Salud Y La Unidad De Zoonosis Para Prevención Covid-19",Contratado,No,2020-09-29,2020-09-23,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Resolucion de Excepcion,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 900,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1601-00-1064994-1-1,Shirley Margarzo Romero (Telf: 6643211 - 6643216),NA,NA,-,NA,NA,Tarija,NB-SABS (D.S.0181),1,5310000,33300,"ADQUISICIÓN DE GUANTES DESCARTABLES PARA LA POLICIA NACIONAL, CENTROS DE SALUD Y LA UNIDAD DE ZOONOSIS PARA PREVENCIÓN COVID- 19",CAJA,NA,NA,NA,MAYTA PATZI ELOY ROMAN,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-0781-00-1065148-1-1,Servicio Municipal De Agua Potable Y Alcantarillado - Semapa,Bienes,ANPP,Adquisición De Guantes Y Overoles Desechables Prevención Contra El Covid 19,Contratado,No,2020-10-07,2020-09-23,1.Convocatoria 2.Documento Base de Contratacion 3.Acta Reunion de Aclaracion 4.Acta de Apertura 5.Informe de la Comision/Responsable de Evaluacion 6.Res. de Adjudicacion (nota) 7.Contrato/Orden de Compra/Orden de Servicio 8.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0781-00-1065148-1-1,George E. Zubieta Choque (Telf: 4292857 int.420),NA,NA,-,05/10/2020 9:30,NA,Cochabamba,NB-SABS (D.S.0181),1,4618000,33300,OVEROL DESECHABLE,PZA.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Las propuestas no cumplieron aspectos tecnicos/admini strativos,Cronograma 0
covid,20-0781-00-1065082-1-1,Servicio Municipal De Agua Potable Y Alcantarillado - Semapa,Bienes,ANPP,Adquisición De Productos Quimicos Y Farmaceuticos Prevención Contra El Covid 19,Contratado,No,2020-10-06,2020-09-23,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0781-00-1065082-1-1,George E. Zubieta Choque (Telf: 4292857 int.420),NA,NA,-,02/10/2020 9:30,NA,Cochabamba,NB-SABS (D.S.0181),1,4713000,34200,ALCOHOL LIQUIDO,LTRO.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Las propuestas no cumplieron aspectos tecnicos/admini strativos,Cronograma 0
pandemia,20-0411-00-1064622-1-1,Corporacion Del Seguro Social Militar - Cossmil,Bienes,ANPP,Adquisición De Analizador Automatizado Química Sanguínea Para La Atención De La Pandemia De Corona Virus - Macro Regional 'Cossmil' Cochabamba,Contratado,No,2020-10-05,2020-09-23,1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0411-00-1064622-1-1,Justo Oscar Dominguez Cruz (Telf: 2900071),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,4110000,43400,ANALIZADOR AUTOMATIZADO QUIMICA SANGUINEA,EQUIPO,NA,NA,NA,ESPINOZA  ELBA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
respirador,20-0901-02-1049645-2-1,Servicio Departamental De Salud Chuquisaca,Servicios Generales,ANPE,"Mantenimiento Preventivo Y Correctivo De Los Respiradores Hamilton De Los Servicios De Uti, Utip Y Emergencias Adultos Hospital Santa Barbara",Contratado,No,2020-09-29,2020-09-23,1.Documento Base de Contratacion 2.Convocatoria 3.Aprobación de la entidad para elaboración del DBC (no existe modelo del Organo Rector) 4.Informe de la Comision/Responsable de Evaluacion 5.Res. de Adjudicacion (nota) 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0901-02-1049645-2-1,Ricardo Serrano Machuca (Telf: 64-53147 - 64-54891),NA,NA,-,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,8516000,24120,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS RESPIRADORES HAMILTON DE LOS SERVICIOS DE UTI, UTIP Y EMERGENCIAS ADULTOS HOSPITAL SANTA BARBARA",GLOBAL,1,NA,NA,CORNEJO PATZI IVAR MARCELO,NA,NA,1,NA,NA,Contratado,Cronograma 0
covid,20-1337-00-1065288-1-1,Gobierno Autonomo Municipal De Vacas,Bienes,ANPE,"Adquisicion De Insumos De Bioseguridad Para La ?Prevencion, Control Y Atención Covid -19, Para El Centro De Salud De Vacas?",Contratado,No,2020-09-30,2020-09-24,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Aclaración de Propuestas 4.Informe de la Comision/Responsable de Evaluacion 5.Res. de Adjudicacion (nota) 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1337-00-1065288-1-1,Juan Carlos Torres Ojeda (Telf: 44138488),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,4218000,34500,LENTES DE PROTECCION,PIEZAS,NA,NA,NA,ORELLANA AVILA JOSE GUILLERMO,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-1322-00-1065675-1-1,Gobierno Autonomo Municipal De Arbieto,Bienes,ANPE,Adquisicion De Insumos De Bioseguridad (Para El Personal De Salud) Para La Prevencion Atencion Y Control Del Covid-19 En El Municipio De Arbieto - Segunda Fase,Contratado,No,2020-09-30,2020-09-24,1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Contrato/Orden de Compra/Orden de Servicio 7.Contrato/Orden de Compra/Orden de Servicio 8.Contrato/Orden de Compra/Orden de Servicio 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1322-00-1065675-1-1,Pastor Torrico Garcia (Telf: 4578095),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,4229000,34200,GUANTES QUIRURJICOS CAJA X 100UDS,CAJA,NA,NA,NA,GARECA VILLARPANDO BENJO MIGUEL,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-3301-00-1065340-1-1,Gobierno Autonomo Indigena Originario Campesino Del Territorio De Raqaypampa,Bienes,ANPE,Adquisicion De Equipamiento Medico Para La Atención De Pacientes Covid-19 Para La Red De Salud Raqaypampa,Contratado,No,2020-09-30,2020-09-24,1.Convocatoria 2.Documento Base de Contratacion 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-3301-00-1065340-1-1,Daniel Santiago - Montenegro (Telf: ),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,4110000,43400,EQUIPO DEA (DESFIBRILADOR),PIEZA,1,NA,NA,VARGAS RIVAS JOSE MIGUEL,NA,NA,1,NA,NA,Contratado,Cronograma 0
covid,20-1342-00-1065679-1-1,Gobierno Autonomo Municipal De Mizque,Bienes,ANPP,Adquisición De Equipamiento Medico Para La Atención De Pacientes Covid-19 En Los Centros De Aislamiento Del Municipio De Mizque,Contratado,No,2020-10-06,2020-09-24,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1342-00-1065679-1-1,Roly Javier Ayaviri Chila (Telf: 4342041),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,4112000,43400,CARRITO DE CURACION,UNIDAD,4,NA,NA,GUZMAN QUIROGA KATTY ROXANA LILIA,NA,NA,4,NA,NA,Contratado,Cronograma 0
coronavirus,20-1344-00-1066031-1-1,Gobierno Autonomo Municipal De Alalay,Bienes,ANPE,Prevención Control Y Atención Del Coronavirus (Equipamiento Mobiliario Para El Área De Aislamiento),Contratado,No,2020-10-01,2020-09-25,1.Convocatoria 2.Documento Base de Contratacion 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1344-00-1066031-1-1,Daniel Rojas Montaño (Telf: 4554375),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,4217000,43110,"PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS (EQUIPAMIENTO MOBILIARIO PARA EL AREA DE AISLAMIENTO)",GLOBAL,1,NA,NA,DISLAB IMPORTACIONES S.R.L.,NA,NA,1,NA,NA,Contratado,Cronograma 0
covid,20-1113-00-1065948-1-1,Gobierno Autonomo Municipal De Villa Alcala,Bienes,ANPE,Adquisición De Semillas De Maíz Y Frejol Para Las 17 Comunidades Del Municipio De Alcalá Por Covid-19,Contratado,No,2020-10-01,2020-09-25,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1113-00-1065948-1-1,Ebert Saul Mendieta Rojas (Telf: 46936042),NA,NA,-,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,1015000,31300,Semilla de Maíz (Compuesto -20),KG,NA,NA,NA,FLORES MOYA JOSE LUIS,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-0138-00-1064065-1-2,Universidad Mayor Real Y Pontificia De San Francisco Xavier,Bienes,LP,"Adquisición De Equipos Medicos Y De Laboratorio Para La Prevención, Atencion Y Contencion Del Covid - 19 En El Hospital Universitario S.F.X.",Contratado,No,2020-10-19,2020-09-25,1.Convocatoria 2.Documento Base de Contratacion 3.Especificaciones Tecnicas 4.Resolucion de aprobacion del DBC 5.Enmiendas 6.Acta de Apertura 7.Resolucion/Documento de Anulacion 8.Informe de la Comision/Responsable de Evaluacion 9.Ver mas...,1.FORM 100 2.FORM 120 3.FORM 100-E 4.FORM 170 5.FORM 100-E 6.FORM 180 7.FORM 170 8.FORM 200 9.FORM 250 10.Ver mas...,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0138-00-1064065-1-2,Ariel Erick Rios Vidal (Telf: 6451970),NA,NA,-,05/10/2020 10:20,NA,Chuquisaca,NB-SABS (D.S.0181),1,4110000,43400,ESTUFA INCUBADORA CON CONVECION NATURAL,EQUIPO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anulado desde la convocatoria,Cronograma 0
covid,20-0901-00-1065860-1-1,Gobierno Autonomo Departamental De Chuquisaca,Bienes,ANPE,Adquisicion De Productos De Minerales No Metalicos Y Plasticos (Agrofil De 250 Micrones) Para El Programa Apoyo A La Produccion Agricola Afectada Por La Cuarentena Del Covid-19 En El Departamento De Chuquisaca,Contratado,No,2020-10-01,2020-09-25,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Informe de la Comision/Responsable de Evaluacion 5.Res. de Adjudicacion (nota) 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0901-00-1065860-1-1,Dimelza Subelza Diaz (Telf: (591-4) 64-39675 ),NA,NA,-,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,7710000,34500,AGROFILM DE 250 MICRONES (4 METROS DE ANCHO X 50 METROS DE LARGO),ROLLO,50,NA,NA,CABA MORA EDWIN BLADIMIR,NA,NA,50,NA,NA,Contratado,Cronograma 0
covid,20-0901-00-1065907-1-1,Gobierno Autonomo Departamental De Chuquisaca,Bienes,ANPP,"Adquisicion De Productos Agricolas, Pecuarios Y Forestales (Semilla De Frejol) Para El Programa Apoyo A La Produccion Agricola Afectada Por La Cuarentena Del Covid - 19 En El Departamento De Chuquisaca",Contratado,No,2020-10-07,2020-09-25,1.Documento Base de Contratacion 2.Convocatoria 3.Acta Reunion de Aclaracion 4.Acta de Apertura 5.Informe de la Comision/Responsable de Evaluacion 6.Res. de Adjudicacion (nota) 7.Contrato/Orden de Compra/Orden de Servicio 8.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0901-00-1065907-1-1,Luis Alberto Siles  (Telf: (591-4) 64-39675 ),NA,NA,-,30/09/2020 10:00,NA,Chuquisaca,NB-SABS (D.S.0181),1,1015000,31300,SEMILLA DE FREJOL (variedad rojo oriental),bols 25 kg,NA,NA,NA,GONZALO CASTRO ROJAS,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-1316-00-1066159-1-1,Gobierno Autonomo Municipal De Villa Rivero,Obras,ANPE,Const. Ambientes De Atencion Covid -19 Centro De Salud 11 De Marzo,Contratado,No,2020-10-02,2020-09-27,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1316-00-1066159-1-1,Ismael Franz Gutierrez Bracamonte (Telf: 4570608),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,7213000,42230,CONST. AMBIENTES DE ATENCION COVID -19 CENTRO DE SALUD 11 DE MARZO,GLB,NA,NA,NA,JALDIN VILLARROEL JUAN JOSE MANUEL,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-1316-00-1066156-1-1,Gobierno Autonomo Municipal De Villa Rivero,Obras,ANPE,Const. Ambientes De Atencion Covid-19 Centro De Salud Villa Rivero,Contratado,No,2020-10-02,2020-09-27,1.Convocatoria 2.Documento Base de Contratacion 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1316-00-1066156-1-1,Ismael Franz Gutierrez Bracamonte (Telf: 4570608),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,7213000,42230,CONST. AMBIENTES DE ATENCION COVID-19 CENTRO DE SALUD VILLA RIVERO,GLB,NA,NA,NA,JALDIN VILLARROEL JUAN JOSE MANUEL,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,20-1114-00-1061036-2-1,Gobierno Autonomo Municipal De El Villar,Bienes,ANPP,"Compra De Ambulancia Para La Atención De La Emergencia Sanitaria Covid-19, El Villar'",Contratado,No,2020-10-08,2020-09-28,1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1114-00-1061036-2-1,Ruben Ceron Loayza (Telf: 46932041),NA,NA,-,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,2510000,43330,COMPRA DE AMBULANCIA,1,1,NA,NA,TAIYO MOTORS S.A.,NA,NA,1,NA,NA,Contratado,Cronograma 0
covid,20-0901-00-1066362-1-1,Gobierno Autonomo Departamental De Chuquisaca,Bienes,ANPP,"Adquisicion De Productos Agricolas, Pecuarios Y Forestales (Semilla De Mani Variedad Pitavae 2000; Colorado Iboperenda) Para El Programa Apoyo A La Produccion Agricola Afectada Por La Cuarentena Del Covid - 19 En El Departamento Dechuquisaca",Contratado,No,2020-10-08,2020-09-28,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Acta Reunion de Aclaracion 5.Res. de Adjudicacion (nota) 6.Informe de la Comision/Responsable de Evaluacion 7.Res. de Desierta (nota) 8.Contrato/Orden de Compra/Orden de Servicio 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0901-00-1066362-1-1,Jorge  Luis Bayo Parina (Telf: (591-4) 64-39675 ),NA,NA,-,06/10/2020 10:00,NA,Chuquisaca,NB-SABS (D.S.0181),1,1015000,31300,SEMILLA DE MANI VARIEDAD PITAVAE - 2000,BOLSA 35KG,NA,NA,NA,CACERES CESPEDES PEDRO,NA,NA,NA,NA,NA,Contratado,Cronograma 0
