cuce,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
20-1107-00-1079577-1-3,Total Referencial:,289871.25,Total Adjudicado:,288652.76,Total Recepcionado:,288652.76
20-1225-00-1098565-1-1,Total Referencial:,27230,Total Recepcionado:,27230,,
20-0901-02-1046947-0-E,Total Adjudicado:,35685,Total Recepcionado:,35685,,
20-0418-11-1038096-0-E,Total Adjudicado:,33565,Total Recepcionado:,33565,,
20-1311-00-1083294-1-1,Total Referencial:,250000,Total Adjudicado:,237420,Total Recepcionado:,237420
21-1701-00-1132530-1-1,Total Referencial:,157500,Total Adjudicado:,157495.5,Total Recepcionado:,157495.5
20-1228-00-1101716-1-1,Total Referencial:,46348.24,Total Recepcionado:,46348.24,,
20-0417-07-1048393-0-E,Total Adjudicado:,22870,Total Recepcionado:,22870,,
20-1801-00-1046800-0-E,Total Adjudicado:,153000,Total Recepcionado:,59510,,
21-1601-00-1112059-1-1,Total Referencial:,48720,Total Recepcionado:,33408,,
20-1243-00-1062906-3-1,Total Referencial:,90060,Total Adjudicado:,79606,Total Recepcionado:,79606
20-1124-00-1048369-0-E,Total Adjudicado:,58500,Total Recepcionado:,58500,,
20-1255-00-1048075-0-E,Total Adjudicado:,46866,Total Recepcionado:,46866,,
21-0422-00-1176464-1-1,Total Referencial:,25350,Total Recepcionado:,19735,,
20-0418-07-1048721-0-E,Total Adjudicado:,85000,Total Recepcionado:,85000,,
21-1501-00-1174926-1-1,Total Referencial:,25000,Total Recepcionado:,24423,,
20-1306-00-1044118-0-E,Total Adjudicado:,25376,Total Recepcionado:,25376,,
21-0340-00-1141718-1-1,Total Referencial:,28000,Total Recepcionado:,9600,,
20-0902-01-1045176-0-E,Total Adjudicado:,198220,Total Recepcionado:,198220,,
21-0418-40-1185096-1-1,Total Referencial:,30000,,,,
20-0423-00-1087043-1-1,Total Referencial:,48505,Total Recepcionado:,18148.5,,
21-0513-00-1105454-1-1,Total Referencial:,199202,Total Adjudicado:,124701,Total Recepcionado:,124701
20-1430-00-1094786-1-2,Total Referencial:,249000,Total Recepcionado:,236500,,
20-1604-00-1040582-0-E,Total Adjudicado:,68550,Total Recepcionado:,68550,,
21-0047-15-1117517-1-1,Total Referencial:,49600,Total Recepcionado:,26972,,
20-1601-00-1096374-1-1,Total Referencial:,49794,Total Recepcionado:,43454.5,,
20-1606-00-1084147-1-1,Total Referencial:,156230.5,Total Recepcionado:,143368,,
20-1734-00-1046561-0-E,Total Adjudicado:,175596,Total Recepcionado:,175596,,
20-0902-21-1037792-0-E,Total Adjudicado:,49500,Total Recepcionado:,49500,,
20-1225-00-1098591-1-1,Total Referencial:,21400,Total Recepcionado:,21400,,
21-1103-00-1142987-1-1,Total Referencial:,39527.5,Total Recepcionado:,26865,,
21-1103-00-1142987-1-1,Total Referencial:,6770,Total Recepcionado:,6504,,
21-0046-00-1161848-1-1,Total Referencial:,34965,Total Recepcionado:,15540,,
20-1301-00-1040940-0-E,Total Adjudicado:,40131.2,Total Recepcionado:,40131.2,,
20-1302-00-1040126-0-E,Total Adjudicado:,49754,Total Recepcionado:,49754,,
21-1334-00-1182021-1-1,Total Referencial:,47300,Total Recepcionado:,46550,,
20-0513-00-1077463-1-1,Total Referencial:,78540,Total Adjudicado:,24150,Total Recepcionado:,24150
21-0417-04-1147281-1-1,Total Referencial:,19530,Total Recepcionado:,14490,,
20-0660-08-1040877-0-E,Total Adjudicado:,23284.05,Total Recepcionado:,23284.05,,
20-1215-00-1050549-0-E,Total Adjudicado:,27972,Total Recepcionado:,27972,,
20-0908-00-1046937-0-E,Total Adjudicado:,60000,Total Recepcionado:,60000,,
20-4601-02-1057308-1-1,Total Referencial:,175690.62,Total Adjudicado:,175690.62,Total Recepcionado:,175690.62
20-0901-02-1048096-0-E,Total Adjudicado:,79982,Total Recepcionado:,79982,,
20-1205-00-1099508-1-1,Total Referencial:,90000,Total Recepcionado:,72000,,
20-1263-00-1075165-1-1,Total Referencial:,250130.75,Total Adjudicado:,250116.25,Total Recepcionado:,250116.25
20-1731-00-1100484-1-1,Total Referencial:,22800,Total Recepcionado:,21000,,
21-0597-00-1136285-1-1,Total Referencial:,144004,Total Adjudicado:,76909,Total Recepcionado:,
21-0417-09-1163065-1-1,Total Referencial:,60000,Total Adjudicado:,54000,Total Recepcionado:,54000
20-1805-00-1039707-0-E,Total Adjudicado:,200000,Total Recepcionado:,200000,,
20-0046-00-1039924-0-E,Total Adjudicado:,224545,Total Recepcionado:,224545,,
20-1201-00-1039737-0-E,Total Adjudicado:,594844.8,Total Recepcionado:,594844.8,,
20-0903-00-1041236-0-E,Total Adjudicado:,507400,Total Recepcionado:,507400,,
20-1905-00-1052274-0-E,Total Adjudicado:,217050,,,,
20-1401-00-1043323-0-E,Total Adjudicado:,24220,Total Recepcionado:,24220,,
20-1910-00-1042720-0-E,Total Adjudicado:,57550.48,Total Recepcionado:,57550.48,,
21-1706-00-1155337-1-2,Total Referencial:,125248,Total Adjudicado:,124944.15000000001,Total Recepcionado:,124944.15000000001
20-1317-00-1041585-0-E,Total Adjudicado:,159120,Total Recepcionado:,159120,,
20-1201-00-1052247-0-E,Total Adjudicado:,49500,,,,
20-1312-00-1036342-0-E,Total Adjudicado:,36990,Total Recepcionado:,36990,,
21-1601-00-1187174-1-1,Total Referencial:,49950,Total Recepcionado:,47952,,
20-0417-04-1092431-1-1,Total Referencial:,55000,Total Recepcionado:,55000,,
21-0417-09-1171127-1-1,Total Referencial:,665500,Total Adjudicado:,206430,Total Recepcionado:,206430
20-1910-00-1040236-0-E,Total Adjudicado:,72740,Total Recepcionado:,72740,,
20-1328-00-1066963-1-1,Total Referencial:,203589,Total Adjudicado:,49258,Total Recepcionado:,49258
20-0385-00-1095682-1-1,Total Referencial:,48550,Total Recepcionado:,43000,,
20-1801-00-1042380-0-E,Total Adjudicado:,23800,Total Recepcionado:,23800,,
21-0902-01-1179793-1-1,Total Referencial:,990000,Total Adjudicado:,984500,Total Recepcionado:,984500
20-1338-00-1083679-1-1,Total Referencial:,187891,Total Adjudicado:,184585,Total Recepcionado:,184585
20-1211-00-1050031-0-E,Total Adjudicado:,76475,,,,
20-1423-00-1094737-1-1,Total Referencial:,27600,Total Recepcionado:,27600,,
20-0417-06-1075173-1-1,Total Referencial:,150000,Total Adjudicado:,84500,Total Recepcionado:,84500
20-1324-00-1096988-1-1,Total Referencial:,85000,Total Recepcionado:,85000,,
20-1262-00-1042034-0-E,Total Adjudicado:,41470,Total Recepcionado:,41470,,
20-1521-00-1098831-1-1,Total Referencial:,45600,Total Recepcionado:,42000,,
21-1507-00-1148608-1-2,Total Referencial:,250000,Total Adjudicado:,248800,Total Recepcionado:,248800
20-0903-00-1072660-1-1,Total Referencial:,694576,Total Adjudicado:,535761,Total Recepcionado:,
20-0418-35-1044574-0-E,Total Adjudicado:,44055,Total Recepcionado:,44055,,
20-0901-02-1090363-1-1,Total Referencial:,700000,Total Recepcionado:,700000,,
20-1101-00-1049398-0-E,Total Adjudicado:,200000,Total Recepcionado:,200000,,
21-1701-00-1184317-1-1,Total Referencial:,97848,Total Adjudicado:,88063.2,,
20-1801-00-1038800-0-E,Total Adjudicado:,115041,Total Recepcionado:,115041,,
20-0901-02-1048125-0-E,Total Adjudicado:,370150,Total Recepcionado:,370150,,
21-1701-00-1120535-1-1,Total Referencial:,199998,Total Adjudicado:,183331.5,Total Recepcionado:,183331.5
20-1801-00-1086401-1-1,Total Referencial:,98080,Total Recepcionado:,88068.5,,
20-0901-02-1046968-0-E,Total Adjudicado:,315000,Total Recepcionado:,315000,,
20-0417-06-1075215-1-1,Total Referencial:,406250,Total Adjudicado:,218750,Total Recepcionado:,218750
20-0513-00-1083415-1-1,Total Referencial:,167550,Total Adjudicado:,121418.2,Total Recepcionado:,121418.2
20-1810-00-1042104-0-E,Total Adjudicado:,44560,Total Recepcionado:,44560,,
20-1341-00-1070330-1-1,Total Referencial:,30542,Total Adjudicado:,29542,Total Recepcionado:,29542
20-1341-00-1070330-1-1,Total Referencial:,40958,Total Adjudicado:,37527.4,Total Recepcionado:,37527.4
20-1705-00-1076163-1-1,Total Referencial:,307000,Total Adjudicado:,267980,Total Recepcionado:,267980
20-1287-00-1082097-1-1,Total Referencial:,39422,Total Recepcionado:,39344,,
20-1301-00-1086326-1-1,Total Referencial:,47000,Total Recepcionado:,47000,,
21-0901-02-1169803-1-2,Total Referencial:,542880,Total Recepcionado:,542880,,
21-0417-06-1159434-2-1,Total Referencial:,213990,Total Adjudicado:,213990,Total Recepcionado:,213990
20-0170-00-1043762-0-E,Total Adjudicado:,45000,Total Recepcionado:,45000,,
21-1701-00-1132874-1-1,Total Referencial:,49980,Total Recepcionado:,39270,,
20-1260-00-1038785-0-E,Total Adjudicado:,24561,Total Recepcionado:,24561,,
20-1302-00-1052360-0-E,Total Adjudicado:,49500,Total Recepcionado:,49500,,
20-0417-04-1047247-0-E,Total Adjudicado:,300000,,,,
20-1749-00-1088980-1-1,Total Referencial:,29310,Total Recepcionado:,29310,,
21-0902-39-1141550-1-1,Total Referencial:,176805,Total Adjudicado:,126626.5,Total Recepcionado:,126626.5
20-1803-00-1041317-0-E,Total Adjudicado:,952710,Total Recepcionado:,952710,,
20-0903-00-1041385-0-E,Total Adjudicado:,63440.4,Total Recepcionado:,63440.4,,
20-1734-00-1046675-0-E,Total Adjudicado:,25000,Total Recepcionado:,25000,,
20-0139-00-1098738-1-1,Total Referencial:,42560,Total Recepcionado:,42560,,
21-0417-06-1143483-1-2,Total Referencial:,134490,Total Adjudicado:,134490,Total Recepcionado:,134490
21-0417-09-1164819-1-1,Total Referencial:,440600,Total Adjudicado:,440600,Total Recepcionado:,440600
20-1810-00-1049162-0-E,Total Adjudicado:,34000,,,,
21-1519-00-1176698-1-1,Total Referencial:,41370,Total Recepcionado:,40740,,
21-1201-14-1107235-1-1,Total Referencial:,49840,Total Recepcionado:,49840,,
21-1701-00-1134182-1-1,Total Referencial:,156000,Total Adjudicado:,149400,Total Recepcionado:,149400
20-1325-00-1095315-1-1,Total Referencial:,43160,Total Adjudicado:,43160,Total Recepcionado:,43160
20-1325-00-1095315-1-1,Total Referencial:,57800,Total Adjudicado:,57120,Total Recepcionado:,57120
20-0435-00-1061412-1-1,Total Referencial:,280000,Total Adjudicado:,280000,Total Recepcionado:,240000
20-3701-00-1098345-1-1,Total Referencial:,33250,Total Recepcionado:,33250,,
21-0030-00-1180314-1-1,Total Referencial:,49992,Total Recepcionado:,39460,,
20-1306-00-1046696-0-E,Total Adjudicado:,46250,Total Recepcionado:,46250,,
20-0015-22-1043663-0-E,Total Adjudicado:,35760,,,,
20-0417-07-1078645-1-1,Total Referencial:,30800,Total Recepcionado:,30800,,
20-1302-00-1039323-0-E,Total Adjudicado:,49998,Total Recepcionado:,49998,,
20-0418-07-1042272-0-E,Total Adjudicado:,140400,Total Recepcionado:,140400,,
20-1221-00-1046301-0-E,Total Adjudicado:,45480,Total Recepcionado:,45480,,
20-906-23-1043098-0-E,Total Adjudicado:,27500,Total Recepcionado:,27500,,
21-1101-00-1143666-1-1,Total Referencial:,50000,Total Recepcionado:,50000,,
20-1301-00-1044836-0-E,Total Adjudicado:,24000,,,,
21-0411-00-1143843-1-1,Total Referencial:,105000,Total Recepcionado:,70000,,
21-1605-00-1131154-1-1,Total Referencial:,49400,Total Recepcionado:,40300,,
20-1734-00-1046535-0-E,Total Adjudicado:,45000,Total Recepcionado:,45000,,
20-1604-00-1078333-1-1,Total Referencial:,39936.06,Total Recepcionado:,39936.06,,
20-1301-00-1087414-1-1,Total Referencial:,133000,Total Recepcionado:,133000,,
20-0906-03-1050992-0-E,Total Adjudicado:,42000,Total Recepcionado:,42000,,
21-0907-00-1116263-1-1,Total Referencial:,49390,Total Recepcionado:,49390,,
20-0010-00-1074493-1-1,Total Referencial:,29500,Total Recepcionado:,28900,,
20-0909-00-1049921-0-E,Total Adjudicado:,59400,Total Recepcionado:,59400,,
21-0417-03-1160911-1-1,Total Referencial:,360000,Total Adjudicado:,255000,Total Recepcionado:,255000
21-1334-00-1146280-1-1,Total Referencial:,96768.05,Total Adjudicado:,88820,Total Recepcionado:,88820
20-1803-00-1043304-0-E,Total Adjudicado:,256690,Total Recepcionado:,256690,,
20-1509-00-1071375-1-1,Total Referencial:,649293.31,Total Adjudicado:,648657.47,Total Recepcionado:,648657.47
21-0169-00-1182418-1-1,Total Referencial:,162000,Total Adjudicado:,141600,,
20-1401-00-1049763-0-E,Total Adjudicado:,43944,Total Recepcionado:,43944,,
20-1306-00-1060807-1-1,Total Referencial:,983342,Total Adjudicado:,584500,Total Recepcionado:,584500
20-1324-00-1045452-0-E,Total Adjudicado:,23000,Total Recepcionado:,23000,,
21-1701-00-1132852-1-1,Total Referencial:,49980,Total Recepcionado:,39270,,
21-1519-00-1111512-1-1,Total Referencial:,34450,Total Recepcionado:,25950,,
20-0902-01-1047261-0-E,Total Adjudicado:,49875,Total Recepcionado:,49875,,
21-0417-06-1119376-1-1,Total Referencial:,25970,Total Recepcionado:,25970,,
20-1250-00-1074068-1-1,Total Referencial:,120280,Total Adjudicado:,119504,,
20-1712-00-1049802-0-E,Total Adjudicado:,71400,Total Recepcionado:,71400,,
20-0132-00-1041716-0-E,Total Adjudicado:,49994,,,,
20-0385-00-1093045-1-1,Total Referencial:,89410,Total Adjudicado:,67190,Total Recepcionado:,67190
20-1302-00-1049049-0-E,Total Adjudicado:,44400,Total Recepcionado:,44400,,
20-1303-00-1039165-0-E,Total Adjudicado:,45000,Total Recepcionado:,45000,,
20-1119-00-1082419-1-1,Total Referencial:,200000,Total Adjudicado:,103141.14,,
20-0418-11-1046851-0-E,Total Adjudicado:,28140,Total Recepcionado:,28140,,
20-1807-00-1038534-0-E,Total Adjudicado:,32978,Total Recepcionado:,32978,,
20-0660-13-1052453-0-E,Total Adjudicado:,41451.7,Total Recepcionado:,41451.7,,
20-0417-06-1077206-1-1,Total Referencial:,21000,Total Recepcionado:,21000,,
20-1306-00-1087800-1-1,Total Referencial:,403000,Total Adjudicado:,403000,Total Recepcionado:,403000
20-1260-00-1038662-0-E,Total Adjudicado:,30000,Total Recepcionado:,30000,,
20-1302-00-1049059-0-E,Total Adjudicado:,84250,Total Recepcionado:,84250,,
20-0901-02-1047398-0-E,Total Adjudicado:,325845,Total Recepcionado:,325845,,
21-1312-00-1176377-1-1,Total Referencial:,33640,Total Recepcionado:,27260,,
20-1221-00-1039388-0-E,Total Adjudicado:,456400,Total Recepcionado:,456400,,
20-0902-40-1098243-1-1,Total Referencial:,45000,Total Recepcionado:,45000,,
21-1526-00-1111467-1-2,Total Referencial:,41772,Total Recepcionado:,41772,,
20-1701-00-1039624-0-E,Total Adjudicado:,25000,Total Recepcionado:,25000,,
21-4601-00-1118197-1-1,Total Referencial:,49665,Total Recepcionado:,44975,,
21-0520-00-1179386-1-1,Total Referencial:,248566.64,Total Adjudicado:,245981.91,Total Recepcionado:,245981.91
20-1310-00-1039798-0-E,Total Adjudicado:,37500,Total Recepcionado:,37500,,
20-1409-00-1086735-1-1,Total Referencial:,194155,Total Adjudicado:,182515,Total Recepcionado:,
20-1345-00-1087604-1-1,Total Referencial:,25980.29,Total Recepcionado:,25980.29,,
20-1501-00-1039896-0-E,Total Adjudicado:,38000,Total Recepcionado:,38000,,
20-0906-00-1042662-0-E,Total Adjudicado:,522000,Total Recepcionado:,522000,,
20-0139-00-1057469-2-1,Total Referencial:,62640,Total Adjudicado:,62640,Total Recepcionado:,62640
20-1734-00-1094169-1-1,Total Referencial:,200000,Total Adjudicado:,199872,Total Recepcionado:,199872
20-1124-00-1079242-1-1,Total Referencial:,37300,Total Recepcionado:,37300,,
20-0599-00-1039898-0-E,Total Adjudicado:,167200,,,,
21-1201-00-1145386-1-1,Total Referencial:,49950,Total Recepcionado:,49950,,
21-0901-02-1173575-1-1,Total Referencial:,98000,Total Recepcionado:,98000,,
21-1412-00-1182864-1-1,Total Referencial:,132000,Total Adjudicado:,132000,,
20-1734-00-1094179-1-1,Total Referencial:,200000,Total Adjudicado:,199872,Total Recepcionado:,199872
21-0907-08-1182577-1-1,Total Referencial:,49875,Total Recepcionado:,40000,,
20-1401-00-1043001-0-E,Total Adjudicado:,29410.5,Total Recepcionado:,29410.5,,
20-0417-07-1082907-1-1,Total Referencial:,78000,Total Recepcionado:,78000,,
20-0046-00-1038959-0-E,Total Adjudicado:,148720,Total Recepcionado:,148720,,
20-0901-00-1083966-1-1,Total Referencial:,999050,Total Adjudicado:,942500,,
20-1734-00-1094197-2-1,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
20-0417-06-1086799-1-1,Total Referencial:,337700,Total Adjudicado:,161110,Total Recepcionado:,161110
20-1734-00-1049048-0-E,Total Adjudicado:,60000,Total Recepcionado:,60000,,
20-0422-00-1087982-1-1,Total Referencial:,39900,Total Recepcionado:,32804,,
21-0905-00-1182836-1-1,Total Referencial:,39069,Total Recepcionado:,34500,,
21-0423-00-1140787-1-1,Total Referencial:,49250,Total Recepcionado:,36350,,
20-1905-00-1092941-1-1,Total Referencial:,106468.84,Total Recepcionado:,106468.84,,
21-0207-04-1107771-2-1,Total Referencial:,1175,Total Recepcionado:,1175,,
21-0423-00-1107704-1-1,Total Referencial:,49980,Total Recepcionado:,35414.4,,
20-1326-00-1053568-2-1,Total Referencial:,282856.2,Total Adjudicado:,281691.09,Total Recepcionado:,281691.09
20-0908-00-1047018-0-E,Total Adjudicado:,20000,Total Recepcionado:,20000,,
20-1302-00-1044902-0-E,Total Adjudicado:,21000,Total Recepcionado:,21000,,
20-1201-00-1052434-0-E,Total Adjudicado:,49995,,,,
20-1205-00-1039925-0-E,Total Adjudicado:,4109052.3899999997,Total Recepcionado:,4109052.3899999997,,
20-1315-00-1040970-0-E,Total Adjudicado:,91500,Total Recepcionado:,91500,,
21-0901-02-1175578-1-1,Total Referencial:,145600,Total Adjudicado:,143000,Total Recepcionado:,143000
20-1266-00-1098283-1-1,Total Referencial:,21000,Total Recepcionado:,21000,,
21-1301-00-1121602-1-1,Total Referencial:,21000,Total Recepcionado:,21000,,
21-1201-00-1168746-1-1,Total Referencial:,199959.6,Total Adjudicado:,143902,Total Recepcionado:,143902
20-1501-00-1043316-0-E,Total Adjudicado:,499980,Total Recepcionado:,499980,,
20-0417-02-1093508-1-1,Total Referencial:,32000,Total Recepcionado:,32000,,
20-1302-00-1098148-1-1,Total Referencial:,38609.5,Total Recepcionado:,38609.5,,
20-0046-00-1041304-0-E,Total Adjudicado:,9389926.84,,,,
21-0906-03-1183742-1-1,Total Referencial:,49980,Total Recepcionado:,49971.67,,
20-1315-00-1040605-0-E,Total Adjudicado:,115900,Total Recepcionado:,115900,,
20-1604-00-1040087-0-E,Total Adjudicado:,698349,Total Recepcionado:,698349,,
21-0423-00-1146751-1-1,Total Referencial:,45215,Total Recepcionado:,45215,,
20-1312-00-1049780-0-E,Total Adjudicado:,48590,Total Recepcionado:,48590,,
21-1412-00-1182489-2-1,Total Referencial:,139500,Total Adjudicado:,139500,,
20-0417-01-1075923-1-1,Total Referencial:,118400,Total Recepcionado:,96000,,
20-0020-10-1041314-0-E,Total Adjudicado:,83980,Total Recepcionado:,83980,,
20-0418-03-1041692-0-E,Total Adjudicado:,90000,Total Recepcionado:,90000,,
20-1257-00-1099576-1-1,Total Referencial:,150000,Total Recepcionado:,149719.5,,
21-1201-00-1166116-1-1,Total Referencial:,76500,Total Adjudicado:,72000,,
20-0902-40-1047031-2-1,Total Referencial:,181225,Total Adjudicado:,174515,Total Recepcionado:,174515
21-0513-00-1148417-1-1,Total Referencial:,50051.96,Total Adjudicado:,45015.18,Total Recepcionado:,45015.18
21-0906-03-1135022-1-1,Total Referencial:,50000,Total Recepcionado:,50000,,
20-1208-00-1102333-1-1,Total Referencial:,,"30.000,00",,"30.000,00",
20-1301-00-1044798-0-E,Total Adjudicado:,30701.12,Total Recepcionado:,30701.12,,
20-1805-00-1049228-0-E,Total Adjudicado:,32100,Total Recepcionado:,32100,,
21-1314-00-1150679-1-1,Total Referencial:,48838,Total Recepcionado:,48801,,
21-0006-00-1149354-1-1,Total Referencial:,23000,Total Recepcionado:,13450,,
20-0901-02-1096097-1-1,Total Referencial:,270429,Total Recepcionado:,210588,,
20-1301-00-1044844-0-E,Total Adjudicado:,54000,,,,
21-0417-06-1122954-1-3,Total Referencial:,297480,Total Adjudicado:,99900,Total Recepcionado:,99900
20-1702-00-1041089-0-E,Total Adjudicado:,49977,Total Recepcionado:,49977,,
20-1327-00-1079503-1-2,Total Referencial:,236020,Total Adjudicado:,158290,Total Recepcionado:,158290
20-1501-00-1043710-0-E,Total Adjudicado:,455000,Total Recepcionado:,455000,,
20-1302-00-1101168-1-1,Total Referencial:,97200,Total Recepcionado:,97200,,
20-1801-00-1082217-1-1,Total Referencial:,60100,Total Recepcionado:,60100,,
21-0513-00-1142415-1-1,Total Referencial:,219650,Total Adjudicado:,60750,Total Recepcionado:,60750
20-4601-00-1041611-0-E,Total Adjudicado:,49000,Total Recepcionado:,49000,,
20-1260-00-1040120-0-E,Total Adjudicado:,28400,Total Recepcionado:,28400,,
20-0902-43-1078718-1-1,Total Referencial:,49990.5,Total Recepcionado:,47817,,
20-1206-00-1090735-2-1,Total Referencial:,30000,Total Recepcionado:,30000,,
21-0385-00-1150966-1-1,Total Referencial:,46250,Total Recepcionado:,37000,,
