cuce,#,CodigoUNSPSC,ObjetodeGasto,DescripciondelBienoServicio,UnidaddeMedida,Cantidad,PrecioReferencialUnitario,PrecioReferencialTotal,NombreoRazonSocialdelProponenteAdjudicado,PrecioUnitarioAdjudicado,TotalAdjudicado,CantidadRecepcionada,PrecioUnitarioReal,MontoRealejecutado,Estado,Cronograma,Nombreproponente,MontoAdjudicado,Nro.de,Montode,Fechade,Monto,Fechade.1,RUPE,TipodeDocumento,Formulario,Fecha
21-1601-00-1117112-1-1,1,4713000,39100,LAVANDINA DE 1 LITRO CONCENTRACION DE CLORO AL 8% DEBE PRESENTAR AUTORIZACION DE PRODUCCION Y COMERCIALIZACION,UNIDAD,"6.234,00","7,90","49.248,60",,,,"6.234,00","7,85","48.936,90",Contratado,Cronograma 0,,,,,,,,,,,
21-0417-06-1120407-1-1,1,4112000,34200,TIRAS DE 8 TUBOS,CAJA,"100,00","1.650,00","165.000,00",IMPLELAB S.R.L,"1.498,00","149.800,00","100,00","1.498,00","149.800,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0417-06-1120407-1-1,2,4112000,34200,TAPAS OPTICAS,CAJA,"100,00","850,00","85.000,00",IMPLELAB S.R.L,"304,00","30.400,00","100,00","304,00","30.400,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1252-00-1116188-1-1,1,3133000,34500,TANQUE DE PLASTICO DE 600 LITROS DOBLE CAPA DE ALTO TRAFICO,PIEZA,"87,00","574,00","49.938,00",,,,"87,00","574,00","49.938,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0417-06-1149707-1-1,1,4222190,34200,Contadores o reguladores de goteo intravenoso - EXADROP,PIEZA,"1,000.00",49.7,"49,700.00",,,,"1,000.00",47.0,"47,000.00",Contratado,Cronograma 0,,,,,,,,,,,
21-1515-00-1152300-1-1,1,4713180,39100,Desinfectantes para uso doméstico - LAVANDINA DE 5 LITROS,BIDONES,"110,00","40,00","4.400,00",,,,"110,00","35,00","3.850,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1515-00-1152300-1-1,2,2411150,39100,Bolsas plásticas - BOLSA NEGRA 50X65 CM DE 50 UND,PAQUET E,"50,00","32,00","1.600,00",,,,"50,00","30,00","1.500,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1515-00-1152300-1-1,3,4713180,34200,Desinfectantes para uso doméstico - DESINFECTANTE CONCENTRADO BIDON DE 10 LITROS,BIDONES,"30,00","450,00","13.500,00",,,,"30,00","449,00","13.470,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1515-00-1152300-1-1,4,2411150,39100,Bolsas plásticas - BOLSA ROJA 50X65 CM DE 50 UND,PAQUET E,"100,00","39,80","3.980,00",,,,"100,00","38,00","3.800,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1515-00-1152300-1-1,5,1235210,39100,Alcoholes o sus sustitutos - ALCOHOL EN GEL DE 400 ML CON BOMBA,FRASCO S,"200,00","13,50","2.700,00",,,,"200,00","11,00","2.200,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1515-00-1152300-1-1,6,2411150,39100,Bolsas plásticas - BOLSA AZUL 50X65 CM DE 50 UND,PAQUET E,"50,00","39,80","1.990,00",,,,"50,00","38,00","1.900,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1515-00-1152300-1-1,7,4713181,39100,Productos de lavandería - DETERGENTE EN POLVO DE 700 GR,BOLSAS,"200,00","14,50","2.900,00",,,,"200,00","13,00","2.600,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1515-00-1152300-1-1,8,5313160,39100,Jabones - JABONCILLO LIQUIDO DE 400 ML CON BOMBA,FRASCO S,"200,00","11,00","2.200,00",,,,"200,00","10,00","2.000,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0901-00-1156149-1-1,1,1019150,34200,Insecticidas - INSECTICIDA,Frasco de 250 ml,"622,00","52,00","32.344,00",,,,"622,00","40,00","24.880,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0046-22-1142776-1-1,1,4118160,34200,Reactivo de complemento - COVID-19 Pba rápida Ag.Hisopado nasal - Antigeno Nasal,Pza,"400,00","37,50","15.000,00",,,,"400,00","31,80","12.720,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0046-22-1142776-1-1,2,4110401,34200,Colectores de muestras - Medio de transporte viral - Con hisopos oro y naso faringeo,Pza.,"1.000,00","18,00","18.000,00",,,,"1.000,00","9,89","9.890,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0046-00-1112225-1-1,1,8214000,25600,DISEÑO E IMPRESION DE BOLÍGRAFOS CON SPRAY PARA LA PREVENCIÓN,UNIDAD,"5,000.00",5.0,"25,000.00",,,,"5,000.00",3.6,"18,000.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0435-00-1104058-1-1,1,8510000,25120,SERVICIOS  DE MÉDICO COVID-19,SERVICI O,"1,00","39.600,00","39.600,00",,,,"1,00","10.120,00","10.120,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0422-00-1179053-1-1,1,4113150,43400,Contador celular automatizado - CONTADOR HEMATOLOGICO DE 3 DIFERENCIALES,UNIDAD,1.0,"49,500.00","49,500.00",,,,1.0,"49,500.00","49,500.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0903-00-1182061-1-1,1,4222200,43400,Kits de bomba de infusión - BOMBA DE INFUSION DE JERINGA,PIEZA,"1,00","13.500,00","13.500,00",BIOTECNO LTDA.,"13.499,00","13.499,00","1,00","13.499,00","13.499,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0903-00-1182061-1-1,2,4219240,43400,Carros médicos - CARRO DE PARO CON ACCESORIOS,PIEZA,"1,00","14.000,00","14.000,00",MALDONADO BELTRAN WILMER MAURICIO,"13.950,00","13.950,00","1,00","13.950,00","13.950,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0903-00-1182061-1-1,3,4222200,43400,Kits de bomba de infusión - BOMBA DE INFUSION VOLUMETRICA,PIEZA,"2,00","13.500,00","27.000,00",BIOTECNO LTDA.,"13.499,50","26.999,00","2,00","13.499,50","26.999,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0781-00-1113700-2-1,1,5121000,34200,ALCOHOL LIQUIDO,LITRO,"7.500,00","12,00","90.000,00",TELCHI LITEL LTDA.,"12,00","90.000,00","7.500,00","12,00","90.000,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0781-00-1113700-2-1,2,5121000,34200,SANITIZADOR EN GEL (ALCOHOL EN GEL),PZA.,"2.000,00","15,00","30.000,00",TELCHI LITEL LTDA.,"14,00","28.000,00","2.000,00","14,00","28.000,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0417-09-1126093-1-1,1,7210000,24110,ADECUACION DE VESTUARIO PARA MEDICOS TOMA DE MUESTRA Y AREA DE ESPERA PARA PACIENTES COVID 19 HODE IBR,SVC.,"1,00","49.998,10","49.998,10",,,,"1,00","49.998,10","49.998,10",Contratado,Cronograma 0,,,,,,,,,,,
21-0901-02-1181462-1-1,1,4227170,39400.0,"Cánulas nasales para uso médico - ADQUISICION DE 3 EQUIPOS DE ALTO FLUJO NASAL, PARA EL SERVICIO DE UTI COVID-19 Y EL SERVICIO DE EMERGENCIAS HOSPITAL SANTA BARBARA",GLOBAL,"3,00","51.450,00","154.350,00",,,,,,,Resuelto,Cronograma 0,,,,,,,,,,,
21-0781-00-1120052-1-1,1,4712000,43700,UNIDAD PORTATIL UV-C,PZA.,"3,00","12.500,00","37.500,00",GASTELU MUÑIZ PEDRO JAVIER,"12.500,00","37.500,00","3,00","12.500,00","37.500,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0781-00-1120052-1-1,2,4712000,43700,LAMPARA DE DESINFECCION CON LUZ- UVC,PZA.,"2,00","4.500,00","9.000,00",GASTELU MUÑIZ PEDRO JAVIER,"4.450,00","8.900,00","2,00","4.450,00","8.900,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0781-00-1120052-1-1,3,4712000,43700,CAJA METALICA ESINFECCION-UVC,PZA.,"1,00","6.500,00","6.500,00",GASTELU MUÑIZ PEDRO JAVIER,"6.500,00","6.500,00","1,00","6.500,00","6.500,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0138-00-1128560-1-1,1,5310180,33300,Abrigos o chaquetas para hombre - Chamarras de Bioseguridad,PIEZA,"450,00","110,40","49.680,00",REYDEC S.R.L.,"90,00","40.500,00","450,00","90,00","40.500,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0138-00-1128560-1-1,2,5310150,33300,Pantalones largos o cortos o pantalonetas para hombre - Mamelucos de Bioseguridad,PIEZA,"600,00","80,00","48.000,00",REYDEC S.R.L.,"75,00","45.000,00","600,00","75,00","45.000,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1529-00-1110083-1-1,1,1310000,34500,MOCHILAS DE DESINFECCIÓN,PZA,47.0,165.0,"7,755.00",,,,47.0,150.0,"7,050.00",Contratado,Cronograma 0,,,,,,,,,,,
21-1529-00-1110083-1-1,2,1235000,39100,DETERGENTE EN POLVO (1 KILO),DOCENA,12.0,90.0,"1,080.00",,,,12.0,75.0,900.00,Contratado,Cronograma 0,,,,,,,,,,,
21-1529-00-1110083-1-1,3,1235000,39100,LAVANDINA NACIONAL (CAJA DE 4 BIDONES),CAJA,30.0,240.0,"7,200.00",,,,30.0,200.0,"6,000.00",Contratado,Cronograma 0,,,,,,,,,,,
21-1529-00-1110083-1-1,4,1218000,39100,JABON SOLIDO EN BARRAS (CAJA DE 48 BARRAS),CAJA,15.0,64.0,960.00,,,,15.0,55.0,825.00,Contratado,Cronograma 0,,,,,,,,,,,
21-1529-00-1110083-1-1,5,1235000,39100,ALCOHOL AL 100% (CAJA DE 12 LITROS),CAJA,29.0,235.0,"6,815.00",,,,29.0,234.0,"6,786.00",Contratado,Cronograma 0,,,,,,,,,,,
21-1529-00-1110083-1-1,6,1235000,34200,ALCOHOL EN GEL (1 LTR),DOCENA,61.0,384.0,"23,424.00",,,,61.0,382.0,"23,302.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0513-00-1113135-1-1,1,,,,,,,,,,,,,,,,SANTA CRUZ NERY CLAUDIA JAEL,"26,225.00",YPFB-GCC-DRCB- OC-02/2021,"26,225.00",22/03/2021,"23,825.00",29/03/2021,1176297,,,
21-0513-00-1113135-1-1,2,,,,,,,,,,,,,,,,FLORES SELAEZ SEBASTIAN,"1,330.00",YPFB-GCC-DRCB- OC-05/2021,"1,330.00",22/03/2021,"1,330.00",29/03/2021,1177559,,,
21-0513-00-1113135-1-1,3,,,,,,,,,,,,,,,,PUIG VARGAS ISRAEL CRISTOFER,"23,556.12",YPFB-GCC-DRCB- 04/2021,"23,556.12",19/03/2021,"20,460.12",26/03/2021,1175224,,,
22-0046-33-1193014-1-1,1,4111610,25120,Controles de calidad o calibradores o estándares químicos - MUESTRAS CONTROL PARA HORMONAS,PIEZA,"10,00","1.463,00","14.630,00",MEDLAB BOLIVIA LTDA.,"1.463,00","14.630,00",,,,Contratado,,,,,,,,,,,,
22-0046-33-1193014-1-1,2,4111612,25120,Controles de calidad o calibradores o estándares para inmunología o serología - MUESTRAS CONTROL PARA CORONAVIRUS - INMUNOLOGIA,PIEZA,"43,00","1.567,00","67.381,00",MEDLAB BOLIVIA LTDA.,"1.567,00","67.381,00",,,,Contratado,,,,,,,,,,,,
22-0046-33-1193014-1-1,3,4111612,25120,Controles de calidad o calibradores o estándares para inmunología o serología - PROGRAMAS DE CONTROL DE CALIDAD EXTERNO O ENSAYO DE APTITUD PARA CORONAVIRUS-TLR/POCT INMUNOLOGIA,PIEZA,"4,00","1.366,00","5.464,00",MEDLAB BOLIVIA LTDA.,"1.366,00","5.464,00",,,,Contratado,,,,,,,,,,,,
22-0046-33-1193014-1-1,4,4111610,25120,Controles de calidad o calibradores o estándares químicos - MUESTRAS CONTROL PARA CORONAVIRUS ?TLR/POCT ANTIGENO,PIEZA,"131,00","1.366,00","178.946,00",MEDLAB BOLIVIA LTDA.,"1.366,00","178.946,00",,,,Contratado,,,,,,,,,,,,
21-0903-00-1123766-1-1,1,4214000,39800,SENSOR DE FLUJO,SET,"12,00","2.500,00","30.000,00",,,,"12,00","2.500,00","30.000,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1537-00-1122808-1-3,1,4213171,33300,Aislamiento quirúrgico o máscaras quirúrgicas - Mandiles impermeables talla 100 M y 100 S.,Pieza,"200,00","120,00","24.000,00",,,,,,,Las propuestas no cumplieron aspectos tecnicos/admini strativos,Cronograma 0,,,,,,,,,,,
21-1537-00-1122808-1-3,2,4213171,34200,Aislamiento quirúrgico o máscaras quirúrgicas - Barbijos Kn95 sobre estéril.,Pieza,"5.000,00","15,00","75.000,00",PUIG VARGAS ISRAEL CRISTOFER,"2,24","11.200,00","5.000,00","2,24","11.200,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1537-00-1122808-1-3,3,4213220,34200,"Guantes de examen o para procedimientos no quirúrgicos - guantes de Nitrilo LARGO talla M, par,",Caja,"35,00","150,00","5.250,00",TERRAZAS RIVAS MIGUEL ANGEL,"148,00","5.180,00","35,00","148,00","5.180,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1537-00-1122808-1-3,4,4213171,33300,Aislamiento quirúrgico o máscaras quirúrgicas - Mascara de protección facial (Modelo MF250),Pieza,"100,00","100,00","10.000,00",,,,,,,Las propuestas no cumplieron aspectos tecnicos/admini strativos,Cronograma 0,,,,,,,,,,,
21-1537-00-1122808-1-3,5,4213220,34200,"Guantes de examen o para procedimientos no quirúrgicos - guantes de Nitrilo LARGO talla S, par,",Caja,"45,00","150,00","6.750,00",TERRAZAS RIVAS MIGUEL ANGEL,"148,00","6.660,00","45,00","148,00","6.660,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1537-00-1122808-1-3,6,4213160,34200,Gorro de quirófano para personal médico - Gorros quirúrgicos x 100 unid,Caja,"50,00","30,00","1.500,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
21-1537-00-1122808-1-3,7,4618160,34200,Botas de seguridad - Bota descartables caja x 50 unid.,Caja,"50,00","100,00","5.000,00",,,,,,,Las propuestas no cumplieron aspectos tecnicos/admini strativos,Cronograma 0,,,,,,,,,,,
21-1537-00-1122808-1-3,8,4213171,34200,"Aislamiento quirúrgico o máscaras quirúrgicas - Barbijos quirúrgicos con liga triple capa, caja por 50 unidades.",caja,"350,00","35,00","12.250,00",TERRAZAS RIVAS MIGUEL ANGEL,"13,50","4.725,00","350,00","13,50","4.725,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0513-00-1154723-2-1,1,8544640,34200,El diagnóstico de vacunas virales - Test de prueba rápida de Antígeno nasal Covid-19,PIEZAS,"1.500,00","58,00","87.000,00",,,,,,,Las propuestas no cumplieron aspectos tecnicos/admini strativos,Cronograma 0,,,,,,,,,,,
21-0513-00-1154723-2-1,2,8544640,34200,El diagnóstico de vacunas virales - Test de prueba rápida SARS-CoV-2 IgG/IgM,PIEZAS,"1.200,00","44,00","52.800,00",ESTRATEGIAS Y SERVICIOS EMPRESARIALES S.R.L.,"23,40","28.080,00","1.200,00","23,40","28.080,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0903-00-1181911-1-1,1,8516150,24120,Mantenimiento o reparación de equipo médico mayor (capital) - MANTENIMIENTO ARCO EN C,GLOBAL,"1,00","26.000,00","26.000,00",,,,"1,00","26.000,00","26.000,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0901-02-1146605-1-2,1,4217150,34500,"Bolsas para el cuerpo de desastre de servicios médicos móviles - ADQUISICION DE BOLSAS NEGRAS DE 40-50 MICRONES 15000 UNIDADES, PARA LA PREVENCION CONTROL Y ATENCION DEL CORONAVIRUS SEDES CHUQUISACA",UNIDAD,"15,000.0",2.0,"30,000.00",,,,"15,000.00",1.55,"23,250.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0901-00-1156148-1-1,1,1015153,31300,Semillas o plántulas de maní - SEMILLA DE MANI VARIEDAD PITAVAE 2000,BOLSA DE 35 KG,"80,00","505,00","40.400,00",,,,"80,00","490,00","39.200,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1531-00-1124647-1-1,1,3023000,43110,PREVENCION DE CONTROL Y ATENCION DEL CORONAVIRUS (MATERIALES DE BIOSEGURIDAD U. E. Adquisición de Lavamanos Portátiles),GBL,"1,00","126.000,00","126.000,00",ARMATA SILVAY RUBEN,"125.000,00","125.000,00","1,00","125.000,00","125.000,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0138-00-1172345-1-1,1,1216150,34200,Kits de reactivos - REACTIVO PRUEBA RAPIDA DE ANTIGENO,KIT,15.0,"1,000.00","15,000.00",,,,15.0,"1,000.00","15,000.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0138-00-1172345-1-1,2,1216150,34200,Kits de reactivos - PROCALCITONINA QUIMIOLUMINISCENCIA,KIT,1.0,"5,359.00","5,359.00",,,,1.0,"5,359.00","5,359.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0138-00-1172345-1-1,3,1216150,34200,Kits de reactivos - FERRITINA QUIMIOLUMINISCENCIA,KIT,4.0,"1,066.00","4,264.00",,,,4.0,"1,066.00","4,264.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0138-00-1172345-1-1,4,1216150,34200,Kits de reactivos - REACTIVO QUIMICO; TIPO IGG E IGM PARA COVID 19,KIT,2.0,"2,567.00","5,134.00",,,,2.0,"2,567.00","5,134.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0138-00-1172345-1-1,5,1216150,34200,Kits de reactivos - REACTIVO QUIMICO; TIPO IGG E IGM PARA COVID 19,KIT,2.0,"2,567.00","5,134.00",,,,2.0,"2,567.00","5,134.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0138-00-1172345-1-1,6,1216150,34200,Kits de reactivos - D - DIMER QUIMIOLUMINISCENCIA,KIT,1.0,"3,375.00","3,375.00",,,,1.0,"3,375.00","3,375.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0422-00-1111984-1-1,1,,,,,,,,,,,,,,,,HERRACRUZ S.A.,"77.000,00",A.L.CONT.ADM.N. 058/2021,"77.000,00",22/03/2021,"77.000,00",19/04/2021,1175050,,,
21-0422-00-1111984-1-1,2,,,,,,,,,,,,,,,,PUIG VARGAS ISRAEL CRISTOFER,"18.298,60",A.L.CONT.ADM.N. 059/2021,"18.298,60",22/03/2021,"8.100,00",24/03/2021,1175183,,,
21-0422-00-1111984-1-1,3,,,,,,,,,,,,,,,,CONDORI CORI PAMELA,"45.080,00",A.L.CONT.ADM.N. 057/2021,"45.080,00",22/03/2021,"35.000,00",19/04/2021,1175598,,,
21-0422-00-1111984-1-1,4,,,,,,,,,,,,,,,,DISPROMED SRL.,"4.500,00",A.L.CONT.ADM.N. 055/2021,"4.500,00",22/03/2021,"4.500,00",24/03/2021,1178688,,,
21-0422-00-1111984-1-1,5,,,,,,,,,,,,,,,,TERRAZAS RIVAS MIGUEL ANGEL,"61.820,00",A.L.CONT.ADM.N. 056/2021,"61.820,00",22/03/2021,"15.600,00",19/04/2021,1176287,,,
21-1201-00-1178763-1-1,1,4213220,33300,Guantes de cirugía - GUANTES DESCARTABLES TALLA M (CAJA DE 50 PARES),CAJA,"260,00","65,00","16.900,00",,,,"260,00","59,00","15.340,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1201-00-1178763-1-1,2,4213220,33300,Guantes de cirugía - GUANTES DESCARTABLES TALLA S (CAJA DE 50 PARES),CAJA,"500,00","65,00","32.500,00",,,,"500,00","59,00","29.500,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0901-02-1163001-1-1,1,4213160,33300,Delantales o petos para personal médico - PRE MANDILES REUTILIZABLES,PIEZA,"2.674,00","58,00","155.092,00",,,,"2.674,00","28,75","76.877,50",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,1,5030561,31140,Piña variegated - piña,unidad,"40,00","10,80","432,00",,,,"40,00","10,50","420,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,2,5017190,31140,Condimento - caldo doña gusta de costilla (paq. de 80 unid.),paquete,"3,00","34,56","103,68",,,,"3,00","34,50","103,50",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,3,5017155,31140,"Canela, crudo - canela (30 unid. por tira)",tira,"5,00","10,80","54,00",,,,"5,00","10,50","52,50",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,4,5022110,31140,Maíz o grano de maíz - semola de 1 kg (paq. de 10 unid.),paquete,"2,00","54,00","108,00",,,,"2,00","53,00","106,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,5,5011151,31140,"Pollo, mínimamente procesado sin aditivos - Pollo",kg,"600,00","15,12","9.072,00",,,,"600,00","14,00","8.400,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,6,5011151,31140,"Carne, mínimamente procesada sin aditivos - Pansa de res",kg,"25,00","27,00","675,00",,,,"25,00","26,50","662,50",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,7,5011151,31140,"Carne, mínimamente procesada sin aditivos - Carne blando especial de res",kg,"100,00","43,20","4.320,00",,,,"100,00","36,00","3.600,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,8,5040532,31140,Cebolla verde - cebolla verde,quintal,"1,00","108,00","108,00",,,,"1,00","102,60","102,60",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,9,5013180,31140,Queso natural - queso chaqueño,kg.,"15,00","34,56","518,40",,,,"15,00","32,40","486,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,10,5013161,31140,Huevos en la cascara de gallina - huevo de primera caja de 12 maples,caja,"2,00","216,00","432,00",,,,"2,00","210,00","420,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,11,5030151,31140,Manzana crispin - manzana verde,docena,"8,00","27,00","216,00",,,,"8,00","26,00","208,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,12,5017190,31140,Condimento - caldo doña gusta de carne (paq. de 80 unid.),paquete,"3,00","34,56","103,68",,,,"3,00","34,50","103,50",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,13,5022100,31140,Harina - harina de trigo forro celeste o verde  1 kg. (paq. de 10 unid.),paquete,"5,00","48,60","243,00",,,,"5,00","45,36","226,80",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,14,5017190,31140,Condimento - aji panca sin picante sazonador amarillo (paq. de 50 unid.),paquete,"3,00","21,60","64,80",,,,"3,00","21,50","64,50",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,15,5041371,31140,Ajo morado español orgánico - ajo,arroba,"1,00","280,80","280,80",,,,"1,00","270,00","270,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1145372-1-1,16,5030410,31140,Limón baboon - limon,docena,"5,00","7,56","37,80",,,,"5,00","7,50","37,50",Contratado,Cronograma 0,,,,,,,,,,,
21-0141-00-1083561-1-2,1,4110000,43400,Estufa de esterilización,Equipo,"1,00","20.000,00","20.000,00",COMPAÑIA DE SUMINISTROS TECNICOS COSUTEC SRL,"19.900,00","19.900,00","1,00","19.900,00","19.900,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0141-00-1083561-1-2,2,4110000,43400,Campana de PCR,Equipo,"1,00","105.000,00","105.000,00",COMPAÑIA DE SUMINISTROS TECNICOS COSUTEC SRL,"104.900,00","104.900,00","1,00","104.900,00","104.900,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0141-00-1083561-1-2,3,4110000,43400,Cuantificador de DNA,Equipo,"1,00","145.000,00","145.000,00",COMPAÑIA DE SUMINISTROS TECNICOS COSUTEC SRL,"144.900,00","144.900,00","1,00","144.900,00","144.900,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0141-00-1083561-1-2,4,4110000,43400,Centrifuga refrigerada,Equipo,"1,00","200.000,00","200.000,00",COMPAÑIA DE SUMINISTROS TECNICOS COSUTEC SRL,"199.900,00","199.900,00","1,00","199.900,00","199.900,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0141-00-1083561-1-2,5,4110000,43400,Autoclave de 80 litros,Equipo,"1,00","149.000,00","149.000,00",COMPAÑIA DE SUMINISTROS TECNICOS COSUTEC SRL,"148.900,00","148.900,00","1,00","148.900,00","148.900,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0141-00-1083561-1-2,6,4110000,43400,Termobloque con agitador,Equipo,"1,00","24.000,00","24.000,00",COMPAÑIA DE SUMINISTROS TECNICOS COSUTEC SRL,"23.900,00","23.900,00","1,00","23.900,00","23.900,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0141-00-1083561-1-2,7,4110000,43400,Termociclador de  tiempo real,Equipo,"1,00","350.000,00","350.000,00",COMPAÑIA DE SUMINISTROS TECNICOS COSUTEC SRL,"349.900,00","349.900,00","1,00","349.900,00","349.900,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0141-00-1083561-1-2,8,4110000,43400,Mini centrifuga,Equipo,"1,00","6.900,00","6.900,00",COMPAÑIA DE SUMINISTROS TECNICOS COSUTEC SRL,"6.800,00","6.800,00","1,00","6.800,00","6.800,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1302-00-1179007-1-1,1,4229515,43400,Accesorios de mesa de procedimientos de paciente de quirófano - MESA MAYO DE ACERO INOXIDABLE,PIEZA,"5,00","1.600,00","8.000,00",VELIZ GUZMAN ISAIAS,"1.399,00","6.995,00","5,00","1.399,00","6.995,00",Contratado,,,,,,,,,,,,
21-1302-00-1179007-1-1,2,4219240,43400,Carros médicos - CARRO PARA MANEJO DE MATERIAL ESTERIL,PIEZA,"2,00","3.800,00","7.600,00",VELIZ GUZMAN ISAIAS,"3.200,00","6.400,00","2,00","3.200,00","6.400,00",Contratado,,,,,,,,,,,,
21-1302-00-1179007-1-1,3,4219240,43400,Carros médicos - CARRO DE ANESTESIOLOGIA DE ACERO INOXIDABLE,PIEZA,"1,00","6.400,00","6.400,00",VELIZ GUZMAN ISAIAS,"5.900,00","5.900,00","1,00","5.900,00","5.900,00",Contratado,,,,,,,,,,,,
21-1302-00-1179007-1-1,4,1110170,43400,Acero - MUEBLE DE ACERO INOXIDABLE PARA MONITOR MULTIPARAMETRICO,PIEZA,"3,00","3.200,00","9.600,00",VELIZ GUZMAN ISAIAS,"2.600,00","7.800,00","3,00","2.600,00","7.800,00",Contratado,,,,,,,,,,,,
21-1302-00-1179007-1-1,5,4219240,43400,Carros médicos - CARRO DE CURACION DE ACERO INOXIDABLE,PIEZA,"1,00","3.800,00","3.800,00",VELIZ GUZMAN ISAIAS,"2.800,00","2.800,00","1,00","2.800,00","2.800,00",Contratado,,,,,,,,,,,,
21-1302-00-1179007-1-1,6,5610170,43400,Vitrinas - VITRINA PARA ALMACENAMIENTO DE MATERIAL ESTERIL,PIEZA,"1,00","16.000,00","16.000,00",VELIZ GUZMAN ISAIAS,"14.930,00","14.930,00","1,00","14.930,00","14.930,00",Contratado,,,,,,,,,,,,
21-1302-00-1179007-1-1,7,4219240,43400,Carros médicos - CARRO PARA TRASPORTE DE ROPA DE ACERO,PIEZA,"2,00","3.900,00","7.800,00",VELIZ GUZMAN ISAIAS,"2.950,00","5.900,00","2,00","2.950,00","5.900,00",Contratado,,,,,,,,,,,,
